batch_order,epic_id,best_period_days,period_support_count,visual_label,summary_json_path,hybrid_v3_rank,strict_rank,hybrid_v3_strict_score,v3_base_score,hybrid_v3_strict_fp_penalty,flux_p_science_like,stage_d_quality_score,stage_d_label,stage_d_reason,events_csv
1,EPIC_211306307,14.91521162303252,16,visual_planet_like_candidate,plots\k2_batch\stage_f_v3_recovery_batch4_input_summaries\EPIC_211306307\EPIC_211306307_summary.json,45,45,0.2462536290919753,0.3962536290919753,0.15,0.6227284073829651,0.4631947460317505,hold_deeper_eval,"finite period with support=16, but deeper-eval guardrails are incomplete or marginal; reason=validated",plots\k2_batch\epics\EPIC_211306307\events.csv
2,EPIC_211770415,16.958293843759748,10,visual_planet_like_candidate,plots\k2_batch\stage_f_v3_recovery_batch4_input_summaries\EPIC_211770415\EPIC_211770415_summary.json,46,46,0.2372623662236796,0.3872623662236796,0.15,0.6365688443183899,0.4078530828489726,hold_deeper_eval,"finite period with support=10, but deeper-eval guardrails are incomplete or marginal; reason=validated",plots\k2_batch\epics\EPIC_211770415\events.csv
3,EPIC_211409604,16.284045151696773,12,visual_planet_like_candidate,plots\k2_batch\stage_f_v3_recovery_batch4_input_summaries\EPIC_211409604\EPIC_211409604_summary.json,47,47,0.2210879859290902,0.3710879859290902,0.15,0.5682498216629028,0.4388021933882969,hold_deeper_eval,"finite period with support=12, but deeper-eval guardrails are incomplete or marginal; reason=validated",plots\k2_batch\epics\EPIC_211409604\events.csv
