star_id,score_raw,p_highclass
KIC 3858704,0.216890,0
KIC 8977176,0.215076,0
KIC 3541800,0.216599,0
KIC 8352537,0.219228,0
K2-204,0.226122,0
KIC 8547537,0.219315,0
KIC 4035640,0.214595,0
TIC 229671380,0.220509,0
KIC 10141271,0.220318,0
KIC 11502218,0.214169,0
TIC 299089652,0.220865,0
TIC 89643259,0.219210,0
TIC 406672232,0.228053,0
TIC 348755728,0.216438,0
KIC 4587448,0.213302,0
TIC 270604417,0.219816,0
KIC 10073672,0.215722,0
KIC 2437804,0.215841,0
KIC 4913852,0.224149,0
TIC 257774438,0.227560,0
K2-222,0.227560,0
TIC 374173310,0.218710,0
KIC 11253711,0.214919,0
KIC 7900114,0.218120,0
TIC 65737977,0.221090,0
EPIC 202066537,0.223654,0
KIC 8836888,0.219387,0
KIC 6370120,0.216076,0
TIC 97925605,0.223748,0
KIC 5391911,0.214757,0
TIC 53617134,0.218233,0
TIC 229940491,0.218082,0
TIC 231850364,0.219739,0
TIC 138329479,0.221017,0
K2-208,0.226224,0
TIC 438777551,0.220682,0
KIC 8490993,0.224891,0
KIC 5193400,0.219284,0
KIC 6307243,0.217824,0
TIC 119638424,0.214696,0
KIC 5642620,0.220999,0
KIC 8574794,0.226741,0
KIC 7539174,0.213365,0
TIC 408261725,0.223118,0
KIC 4761060,0.214345,0
TIC 240849748,0.226435,0
EPIC 205947161,0.226435,0
TIC 126225595,0.223055,0
TIC 449107129,0.217154,0
KIC 5768816,0.220584,0
KIC 4274548,0.215836,0
KIC 6359320,0.219299,0
TIC 180285396,0.218594,0
KIC 9156585,0.219131,0
KIC 8192427,0.219904,0
KIC 3542928,0.215755,0
TIC 135036669,0.229409,0
EPIC 211315836,0.229195,0
TIC 366409685,0.229195,0
K2-373,0.225225,0
KIC 4386059,0.228185,0
KIC 9605552,0.217652,0
TIC 313453776,0.219292,0
KIC 11137065,0.221987,0
TIC 372758077,0.218336,0
KIC 11074541,0.216516,0
K2-21,0.219381,0
KIC 11968514,0.217422,0
KIC 12554051,0.214348,0
KIC 7747091,0.217712,0
KIC 7282042,0.217824,0
KIC 10470779,0.216717,0
KIC 7174349,0.216584,0
TIC 60984804,0.233054,0
KIC 11970988,0.215987,0
TIC 440113053,0.223560,0
KIC 4544571,0.216317,0
KIC 9908486,0.215626,0
TIC 127328218,0.219509,0
KIC 8216763,0.215581,0
EPIC 211589784,0.215418,0
KIC 2692377,0.214091,0
TIC 88460991,0.218819,0
KIC 4841374,0.219124,0
KIC 7102227,0.215641,0
KIC 11251058,0.215325,0
KIC 6543645,0.217602,0
TIC 434270112,0.220137,0
KIC 10601284,0.225250,0
TIC 32090583,0.222988,0
TIC 388505345,0.217095,0
EPIC 208445756,0.219984,0
KIC 9489953,0.215918,0
TIC 389753172,0.215909,0
KIC 3529290,0.219139,0
KIC 5738496,0.219427,0
KIC 7671594,0.212350,0
KIC 8620402,0.217586,0
KIC 3533469,0.219381,0
KIC 4274071,0.217015,0
TIC 399058051,0.219432,0
KIC 7692093,0.218655,0
KIC 8013419,0.220047,0
KIC 4915582,0.218380,0
TIC 139445621,0.218025,0
KIC 7762153,0.219297,0
TIC 375654303,0.216640,0
TIC 239541449,0.227635,0
KIC 10407464,0.216863,0
TIC 402053027,0.217490,0
TIC 363259409,0.222160,0
TIC 83299322,0.227928,0
KIC 11872139,0.219493,0
KIC 5966154,0.215993,0
KIC 3554819,0.217167,0
TIC 407517154,0.218757,0
KIC 7613246,0.218252,0
KIC 8245108,0.221928,0
TIC 423128096,0.221776,0
TIC 16264917,0.219267,0
KIC 5380812,0.210011,0
KIC 6607286,0.220018,0
TIC 428703516,0.217355,0
KIC 5551240,0.219344,0
KIC 10579570,0.218341,0
TIC 270238522,0.213609,0
TIC 275722992,0.220898,0
TIC 202185707,0.218663,0
TIC 52928939,0.217511,0
KIC 5963582,0.216879,0
KIC 10459805,0.216947,0
KIC 11673802,0.219024,0
TIC 71512186,0.227802,0
KIC 4670361,0.216704,0
KIC 9957627,0.218057,0
KIC 9027909,0.217822,0
KIC 9773980,0.226614,0
KIC 5110683,0.215613,0
TIC 280210963,0.226520,0
TIC 438260486,0.224224,0
KIC 8873873,0.216311,0
TIC 2758565,0.215520,0
KIC 1434395,0.213734,0
TIC 259165246,0.219866,0
TIC 233173039,0.225289,0
TIC 22683951,0.220438,0
KIC 8676038,0.219002,0
TIC 372068780,0.230902,0
KIC 7750342,0.213550,0
KIC 5954894,0.215894,0
TIC 437261733,0.220794,0
KIC 9872292,0.218595,0
KIC 9763348,0.216425,0
TIC 369345064,0.216510,0
TIC 328934463,0.218344,0
TIC 396368313,0.219039,0
KIC 6350522,0.216826,0
TIC 100014359,0.218971,0
TIC 448744179,0.218990,0
TIC 120610833,0.221608,0
KIC 1724719,0.216907,0
TIC 107617930,0.220463,0
TIC 253961767,0.218555,0
TIC 354846183,0.218360,0
TIC 143009290,0.220725,0
KIC 6515335,0.222023,0
EPIC 211649214,0.213609,0
KIC 6032981,0.213204,0
KIC 7289162,0.219341,0
KIC 8703491,0.217375,0
TIC 311890977,0.217876,0
KIC 6350882,0.218637,0
TIC 76882795,0.221246,0
TIC 123007594,0.218396,0
KIC 3459199,0.218091,0
TIC 345143460,0.222647,0
KIC 5534476,0.213724,0
KIC 4144873,0.214611,0
TIC 116848450,0.220818,0
KIC 5471217,0.219244,0
TIC 235717158,0.233352,0
TIC 255768108,0.218645,0
TIC 127895118,0.220636,0
TIC 33521996,0.218936,0
KIC 4545926,0.217902,0
TIC 415969908,0.226266,0
TIC 233071926,0.215500,0
KIC 4768756,0.217462,0
TIC 374158843,0.215144,0
TIC 53593542,0.220245,0
KIC 11297236,0.216929,0
TIC 371470493,0.218330,0
KIC 8444868,0.217443,0
KIC 10934674,0.216414,0
KIC 9178185,0.221917,0
TIC 147804034,0.218566,0
TIC 200322593,0.226300,0
KIC 5391407,0.210834,0
KIC 9412760,0.215590,0
KIC 2014991,0.214735,0
TIC 434105231,0.218479,0
KIC 8760040,0.232237,0
KIC 5650420,0.213608,0
KIC 6665695,0.221848,0
KIC 3836509,0.214497,0
TIC 421455387,0.215014,0
KIC 7749773,0.214758,0
KIC 7296438,0.222600,0
KIC 11820830,0.213777,0
TIC 325275736,0.223126,0
KIC 7512982,0.218050,0
TIC 78055054,0.227216,0
TIC 311441461,0.236196,0
TIC 92226327,0.222966,0
KIC 5386904,0.217815,0
KIC 9141355,0.233311,0
TIC 190998418,0.229748,0
TIC 346418409,0.216561,0
TIC 192003741,0.222106,0
KIC 8678345,0.216385,0
KIC 10016874,0.225007,0
KIC 6608090,0.217504,0
KIC 8565266,0.220909,0
TIC 4646810,0.215722,0
TIC 180989820,0.219512,0
KIC 5177065,0.214565,0
KIC 8742735,0.221324,0
KIC 6205897,0.216785,0
TIC 5485318,0.217805,0
TIC 202941251,0.219259,0
KIC 8492026,0.219351,0
TIC 397522142,0.215827,0
KIC 11074178,0.217043,0
TIC 373785851,0.223536,0
TIC 150901009,0.227614,0
TIC 138588540,0.226893,0
TIC 33159936,0.238931,0
KIC 11027270,0.209916,0
TIC 270468559,0.226089,0
KIC 10619142,0.219063,0
KIC 8346392,0.217064,0
KIC 5977470,0.225808,0
KIC 5308419,0.215094,0
KIC 2861126,0.221171,0
KIC 8278371,0.226855,0
KIC 10189546,0.215567,0
TIC 71013298,0.219037,0
KIC 8158429,0.212523,0
KIC 5530112,0.215196,0
KIC 8030339,0.214437,0
KIC 6200612,0.217579,0
K2-354,0.227041,0
TIC 7439480,0.219305,0
TIC 7439481,0.219305,0
TIC 50592053,0.219771,0
K2-148,0.220329,0
KIC 8013289,0.217281,0
TIC 365690646,0.217262,0
TIC 271806353,0.217684,0
TIC 406861922,0.219143,0
TIC 285272237,0.221267,0
TIC 460205581,0.215376,0
KIC 6384840,0.227667,0
KIC 10397315,0.217261,0
TIC 107776260,0.220297,0
KIC 4741777,0.217842,0
TIC 269838674,0.227250,0
KIC 7456001,0.217314,0
KIC 8579684,0.215240,0
HD 224018,0.219886,0
KIC 9178894,0.224606,0
KIC 9640439,0.216273,0
EPIC 201264302,0.231318,0
KIC 11391512,0.219638,0
KIC 7222086,0.215500,0
KIC 6795089,0.213381,0
KIC 10905641,0.216242,0
KIC 9993683,0.217789,0
KIC 8007262,0.213992,0
KIC 5091479,0.216960,0
KIC 8025596,0.222981,0
TIC 410450228,0.228397,0
EPIC 205951125,0.228468,0
KIC 2860793,0.214947,0
TIC 206541859,0.228172,0
TIC 268727719,0.221301,0
TIC 118329434,0.220943,0
TIC 407243316,0.216385,0
KIC 5009189,0.221377,0
TIC 68646526,0.231352,0
EPIC 247164043,0.231352,0
TIC 137881699,0.217654,0
KIC 4269252,0.212044,0
KIC 5303551,0.218532,0
KIC 4645492,0.217154,0
TIC 339538183,0.214035,0
KIC 8884274,0.219440,0
KIC 6447326,0.214853,0
KIC 9366886,0.215412,0
KIC 11080405,0.218625,0
KIC 2021440,0.218331,0
TIC 422912527,0.227007,0
KIC 8626325,0.217047,0
TIC 289574465,0.218638,0
TIC 176772671,0.217741,0
KIC 5467124,0.216009,0
KIC 4851356,0.215654,0
EPIC 201729655,0.225380,0
KIC 7598326,0.218636,0
KIC 4565985,0.221309,0
KIC 2696205,0.215577,0
KIC 5024476,0.213640,0
TIC 357373216,0.217005,0
TIC 400476523,0.220773,0
TIC 123482865,0.215312,0
KIC 3001885,0.214815,0
KIC 9112931,0.216723,0
TIC 33153766,0.217765,0
KIC 9025971,0.216111,0
TIC 443213925,0.222857,0
KIC 9307966,0.219910,0
KIC 3246867,0.215704,0
TIC 286813592,0.221890,0
KIC 10404545,0.220097,0
KIC 7094486,0.216136,0
KIC 9072639,0.218006,0
TIC 81429971,0.219931,0
KIC 4739229,0.213951,0
KIC 2302997,0.217440,0
KIC 11569475,0.210970,0
KIC 3324644,0.214209,0
KIC 5513897,0.216750,0
KIC 9092496,0.212100,0
TIC 23434737,0.227844,0
KIC 6521045,0.221438,0
TIC 405689470,0.219688,0
KIC 11187972,0.217054,0
KIC 5965629,0.220560,0
KIC 10854546,0.219277,0
KIC 12110942,0.232292,0
TIC 435740442,0.219726,0
K2-182,0.228895,0
TIC 366631954,0.228895,0
TIC 430677414,0.214569,0
TIC 189097100,0.220094,0
TIC 431033767,0.217878,0
TIC 468977648,0.219081,0
KIC 11513366,0.212813,0
K2-58,0.226781,0
TIC 202375913,0.216209,0
KIC 7731281,0.216436,0
KIC 9003401,0.220996,0
TIC 100589633,0.222492,0
TIC 156075294,0.217526,0
KIC 3934657,0.217130,0
TIC 436875934,0.219108,0
KIC 2985767,0.215006,0
TIC 453452264,0.217487,0
KIC 5299459,0.217228,0
EPIC 220316844,0.218798,0
TIC 317089588,0.218795,0
KIC 7266212,0.217987,0
TIC 407653728,0.223489,0
TIC 156007004,0.220445,0
KIC 8806072,0.217084,0
KIC 7019489,0.218033,0
TIC 232941965,0.218378,0
TIC 13499636,0.215727,0
KIC 9719634,0.217111,0
EPIC 212086717,0.215862,0
TIC 455737331,0.226620,0
KIC 6525185,0.222588,0
TIC 155873992,0.223084,0
TIC 160148385,0.228732,0
KIC 7811057,0.215523,0
TIC 310537530,0.219349,0
KIC 9474493,0.218048,0
K2-161,0.225235,0
KIC 3732972,0.214019,0
EPIC 201126503,0.225200,0
KIC 6716545,0.218889,0
TIC 250707118,0.218063,0
TIC 142019343,0.219466,0
TIC 399724238,0.218787,0
KIC 9995402,0.215958,0
KIC 7190639,0.217495,0
KIC 6755944,0.215542,0
TIC 146244533,0.221311,0
KIC 9108085,0.221076,0
TIC 306902029,0.219692,0
KIC 9973109,0.217194,0
KIC 6149910,0.214563,0
KIC 3098605,0.218103,0
EPIC 212114260,0.215549,0
KIC 6956176,0.213885,0
TIC 115182469,0.216953,0
KIC 11456839,0.214881,0
TIC 249862365,0.225003,0
TIC 73717937,0.225823,0
KIC 12418418,0.216858,0
KIC 7123614,0.219220,0
KIC 3446746,0.215677,0
TIC 366443576,0.227627,0
EPIC 211335816,0.227627,0
KIC 5857656,0.219211,0
KIC 6878240,0.226323,0
KIC 7416646,0.217462,0
TIC 157230659,0.217490,0
TIC 45048546,0.217929,0
KIC 3831523,0.216511,0
KIC 6627507,0.218117,0
TIC 160074939,0.221382,0
KIC 10208894,0.215182,0
KIC 8494542,0.219668,0
KIC 11960862,0.217452,0
TIC 154926644,0.224563,0
TIC 287584141,0.213938,0
EPIC 251411166,0.214101,0
KIC 4367544,0.214146,0
TIC 268439377,0.215575,0
TIC 267808774,0.220935,0
KIC 9145861,0.213597,0
KIC 6359926,0.219593,0
TIC 164280385,0.222172,0
KIC 3446451,0.215535,0
TIC 296737508,0.232867,0
KIC 8226994,0.217882,0
KIC 12156347,0.216169,0
KIC 4476423,0.213333,0
KIC 10341777,0.216607,0
EPIC 211305568,0.226249,0
KIC 8189801,0.216981,0
KIC 10850327,0.218470,0
KIC 5388229,0.210925,0
TIC 436637677,0.218752,0
TIC 369455629,0.226134,0
TIC 277099925,0.213873,0
EPIC 202126884,0.218781,0
TIC 84599716,0.218781,0
KIC 5938970,0.216786,0
KIC 6541920,0.228637,0
TIC 312122956,0.218441,0
KIC 5385647,0.215047,0
TIC 207141131,0.224209,0
KIC 9162741,0.216835,0
TIC 119130170,0.216922,0
KIC 7115384,0.216307,0
KIC 5871985,0.214649,0
TIC 210904767,0.217375,0
TIC 142090065,0.215782,0
TIC 434496663,0.216408,0
KIC 7601918,0.219141,0
KIC 5623137,0.217778,0
TIC 322270620,0.225820,0
KIC 8483021,0.222583,0
KIC 10163067,0.216410,0
KIC 9025739,0.214903,0
TIC 318812447,0.216916,0
KIC 11824786,0.219815,0
KIC 4927738,0.215971,0
KIC 4136659,0.215759,0
TIC 264193444,0.217122,0
TIC 78154865,0.220166,0
KIC 8321314,0.216533,0
KIC 9334893,0.214052,0
KIC 11959893,0.215056,0
KIC 12257999,0.213318,0
KIC 11046025,0.217052,0
TIC 80432617,0.216145,0
TIC 384888319,0.227093,0
KIC 6878408,0.220701,0
KIC 11194032,0.215283,0
TIC 54364414,0.229114,0
TIC 154181821,0.226738,0
TIC 91555165,0.217602,0
TIC 20375215,0.227534,0
KIC 9481235,0.212263,0
KIC 11513441,0.228985,0
TIC 392914193,0.228411,0
KIC 8379705,0.223215,0
TIC 220475245,0.228475,0
KIC 5358241,0.219813,0
KIC 4245933,0.216777,0
TIC 147761049,0.218007,0
KIC 8282846,0.213330,0
KIC 6185496,0.216686,0
KIC 9832208,0.218801,0
KIC 5353938,0.217659,0
KIC 7906739,0.220978,0
EPIC 201259803,0.232255,0
TIC 92880568,0.220171,0
KIC 6309307,0.211687,0
TIC 27863043,0.225624,0
TIC 21755546,0.213411,0
KIC 8613535,0.235974,0
TIC 260647166,0.229112,0
TIC 21549805,0.218559,0
TIC 44737596,0.220550,0
TIC 317548889,0.228451,0
KIC 9300066,0.217865,0
KIC 5211199,0.220026,0
TIC 269333648,0.217334,0
TIC 224245334,0.217398,0
KIC 10842192,0.216070,0
TIC 352442207,0.218689,0
KIC 9532052,0.220340,0
TIC 429304876,0.226730,0
KIC 8681833,0.220583,0
KIC 6276477,0.217967,0
TIC 62301521,0.226939,0
KIC 9851638,0.214305,0
EPIC 247708770,0.218589,0
KIC 4043443,0.215558,0
KIC 4736569,0.220754,0
KIC 7285616,0.214131,0
EPIC 212175087,0.218453,0
TIC 402848417,0.217415,0
EPIC 202971774,0.221271,0
KIC 10385708,0.216511,0
KIC 5438099,0.225890,0
KIC 10399321,0.216484,0
TIC 400093775,0.218857,0
KIC 6508734,0.217889,0
KIC 11296798,0.214169,0
KIC 8557246,0.221226,0
KIC 9663113,0.221417,0
TIC 417931300,0.218760,0
TIC 416542079,0.220278,0
KIC 3329204,0.228682,0
KIC 7826659,0.213529,0
KIC 12216278,0.229627,0
TIC 366484980,0.226747,0
K2-330,0.226747,0
KIC 8587439,0.218595,0
EPIC 202137637,0.216558,0
KIC 3847138,0.218386,0
KIC 8127639,0.218049,0
KIC 8265156,0.213310,0
EPIC 213703832,0.223603,0
TIC 221566773,0.220914,0
KIC 7694615,0.232209,0
TIC 307210830,0.218854,0
KIC 10874226,0.218688,0
KIC 3839294,0.213426,0
TIC 356461227,0.218026,0
TIC 118072143,0.224329,0
KIC 7741837,0.213452,0
KIC 11701407,0.220534,0
KIC 8240746,0.216629,0
TIC 100504381,0.215339,0
KIC 9974142,0.215046,0
KIC 4832837,0.216088,0
KIC 3755522,0.214700,0
TIC 27844066,0.220468,0
TIC 275717567,0.221909,0
KIC 9268159,0.214366,0
KIC 8040457,0.216597,0
KIC 9532117,0.215012,0
TIC 165523947,0.219222,0
KIC 4863369,0.225355,0
KIC 10070479,0.220505,0
KIC 2557350,0.215303,0
TIC 39218269,0.220925,0
TIC 53047383,0.219293,0
KIC 8123937,0.215508,0
KIC 7631194,0.212202,0
KIC 8753896,0.219018,0
K2-250,0.225337,0
TIC 126357909,0.217227,0
KIC 10861715,0.218704,0
KIC 9466668,0.219137,0
TIC 142105158,0.219141,0
KIC 10535991,0.217179,0
TIC 161169240,0.216017,0
TIC 107340585,0.216934,0
TIC 127476180,0.216493,0
TIC 364107753,0.224656,0
TIC 219776325,0.214644,0
KIC 7902719,0.222787,0
TIC 219332978,0.215108,0
KIC 10976412,0.211797,0
KIC 5039129,0.218766,0
EPIC 205939498,0.222395,0
EPIC 220294712,0.217235,0
TIC 22233480,0.221930,0
KIC 9536727,0.214054,0
KIC 9166870,0.215238,0
KIC 10342248,0.216931,0
TIC 42123111,0.217147,0
KIC 9532997,0.218130,0
KIC 3749508,0.211992,0
TIC 253044312,0.218514,0
KIC 11667548,0.219574,0
KIC 8803882,0.216340,0
TIC 198185513,0.218678,0
KIC 8454250,0.211287,0
TIC 454038613,0.218297,0
TIC 267197567,0.222446,0
TIC 265460043,0.224966,0
KIC 11461844,0.226059,0
KIC 3728432,0.216415,0
TIC 149496868,0.218156,0
K2-405,0.218156,0
KIC 9726659,0.214904,0
KIC 5613330,0.215576,0
TIC 467783290,0.216716,0
KIC 9086001,0.218031,0
EPIC 211333233,0.223588,0
TIC 302470965,0.215917,0
EPIC 211328748,0.226900,0
KIC 7135852,0.215408,0
KIC 8109692,0.214773,0
TIC 65212867,0.216160,0
KIC 6838050,0.227073,0
KIC 10098540,0.215012,0
TIC 342314656,0.218235,0
TIC 452576848,0.218475,0
KIC 3663850,0.212465,0
KIC 7582691,0.216274,0
KIC 5308777,0.212346,0
KIC 5780194,0.222098,0
KIC 5705819,0.217169,0
KIC 8352009,0.217077,0
KIC 5211631,0.214477,0
TIC 260304800,0.221009,0
KIC 7115463,0.230380,0
KIC 6421137,0.214838,0
TIC 17865622,0.222240,0
TIC 35285308,0.221253,0
TIC 160162987,0.219666,0
TIC 153937417,0.219411,0
TIC 92744152,0.218567,0
KIC 4072526,0.215733,0
KIC 8737343,0.216913,0
KIC 5649833,0.215212,0
TIC 86273567,0.217163,0
KIC 6934045,0.215627,0
TIC 287768299,0.220291,0
TIC 177414713,0.217898,0
TIC 91481801,0.221409,0
KIC 8222813,0.221094,0
KIC 10227501,0.218865,0
EPIC 220245303,0.215328,0
TIC 302333151,0.217629,0
K2-27,0.217113,0
TIC 363548415,0.217113,0
KIC 11449696,0.217359,0
TIC 175317833,0.216724,0
TIC 362222177,0.217694,0
TIC 51024887,0.218787,0
KIC 5301955,0.209650,0
TIC 380887434,0.225493,0
TIC 234489976,0.218117,0
KIC 3348082,0.218441,0
TIC 177126182,0.223186,0
TIC 22221375,0.227357,0
TIC 99097200,0.218749,0
KIC 6515722,0.212106,0
KIC 8499922,0.212671,0
TIC 468981993,0.226843,0
TIC 17457400,0.216293,0
KIC 4078311,0.218464,0
KIC 8625813,0.217996,0
TIC 252430813,0.218727,0
KIC 10875007,0.220671,0
TIC 198077394,0.217804,0
TIC 233719215,0.217900,0
TIC 379717270,0.216508,0
KIC 7690782,0.219526,0
KIC 7047824,0.216587,0
KIC 11013201,0.212945,0
KIC 2992634,0.218775,0
KIC 5024138,0.217916,0
TIC 154618248,0.215748,0
KIC 5780930,0.218094,0
TIC 220524097,0.218890,0
KIC 7031942,0.212843,0
KIC 9083470,0.214789,0
KIC 10272389,0.214226,0
TIC 365447203,0.219245,0
TIC 231630147,0.215286,0
TIC 33651215,0.217144,0
TIC 145910571,0.217662,0
KIC 3353454,0.213848,0
TIC 352469839,0.216540,0
KIC 3858824,0.228067,0
TIC 259901731,0.216564,0
TIC 322262448,0.217411,0
KIC 8161830,0.218731,0
TIC 422223456,0.217693,0
TIC 4070275,0.214560,0
KIC 11493431,0.213572,0
TIC 154840461,0.216556,0
KIC 5652237,0.222017,0
KIC 5473535,0.217185,0
TIC 343442463,0.216573,0
KIC 8233702,0.217976,0
KIC 11775507,0.214807,0
TIC 157698565,0.216540,0
KIC 2707985,0.217618,0
KIC 2442359,0.218189,0
TIC 42755801,0.213921,0
TIC 10974783,0.217326,0
TIC 302201081,0.233886,0
TIC 76663549,0.219584,0
TIC 114299824,0.220272,0
TIC 152800085,0.217515,0
KIC 6438099,0.214970,0
KIC 5802205,0.215930,0
TIC 181804752,0.221393,0
K2-239,0.218609,0
KIC 7668663,0.213502,0
TIC 341419787,0.217341,0
KIC 9157634,0.215383,0
TIC 256584532,0.217837,0
KIC 9968924,0.219269,0
KIC 9659022,0.213587,0
TIC 353038705,0.225902,0
KIC 4285107,0.218720,0
TIC 357634632,0.216973,0
KIC 7017437,0.212209,0
TIC 83275782,0.218567,0
KIC 10933561,0.218121,0
KIC 5097278,0.210556,0
KIC 12058204,0.216435,0
TIC 395790368,0.216345,0
TIC 127229631,0.216910,0
KIC 5980208,0.219425,0
TIC 219924802,0.219345,0
TIC 364072092,0.216028,0
KIC 8616637,0.228365,0
KIC 4754831,0.213692,0
TIC 343726435,0.219645,0
KIC 3852655,0.213318,0
EPIC 220299658,0.217771,0
KIC 9159242,0.216071,0
TIC 356206412,0.218332,0
TIC 408618999,0.225975,0
KIC 5031857,0.217289,0
TIC 303317324,0.227165,0
KIC 8142942,0.215165,0
TIC 285674856,0.213335,0
TIC 50618703,0.215143,0
TIC 66445643,0.218409,0
KIC 7537660,0.213780,0
TIC 294434193,0.222975,0
KIC 4545187,0.224673,0
KIC 3449870,0.212933,0
KIC 7091432,0.219709,0
KIC 12302530,0.214307,0
KIC 10686814,0.215357,0
TIC 230087585,0.216702,0
TIC 126325149,0.221604,0
KIC 9328641,0.216849,0
TIC 75656058,0.217807,0
KIC 11125797,0.214767,0
KIC 5732636,0.215117,0
KIC 6022556,0.217337,0
TIC 174070181,0.223699,0
KIC 10219288,0.213279,0
KIC 5536715,0.216268,0
TIC 36718161,0.215823,0
TIC 206906112,0.218331,0
TIC 46104747,0.222831,0
TIC 268159158,0.225460,0
TIC 1717732429,0.211960,0
KIC 8386035,0.213519,0
KIC 10656508,0.218385,0
TIC 334414389,0.217056,0
K2-92,0.217857,0
TIC 356453768,0.216793,0
KIC 9274092,0.217776,0
EPIC 246088339,0.215283,0
KIC 6066403,0.222661,0
KIC 9386171,0.215426,0
KIC 5641294,0.223360,0
TIC 459970307,0.214328,0
KIC 11296045,0.213669,0
EPIC 212040382,0.217261,0
TIC 203287192,0.217261,0
KIC 10338529,0.219657,0
TIC 131581522,0.215770,0
KIC 5823557,0.215114,0
TIC 81808065,0.218680,0
KIC 5637036,0.211815,0
KIC 8227661,0.216657,0
KIC 12505503,0.217456,0
TIC 260298958,0.222007,0
TIC 118308828,0.218859,0
KIC 8077137,0.226741,0
TIC 394698182,0.219059,0
TIC 324609409,0.217623,0
KIC 5942112,0.228704,0
KIC 11197126,0.216991,0
TIC 260962960,0.218411,0
KIC 10920086,0.213550,0
KIC 10028352,0.213692,0
TIC 63898957,0.223389,0
TIC 350575997,0.222552,0
TIC 418255064,0.218737,0
TIC 467153319,0.222295,0
KIC 11147785,0.211807,0
KIC 5385150,0.231602,0
KIC 10471174,0.217879,0
KIC 8043968,0.220855,0
KIC 3847907,0.222694,0
KIC 3120308,0.218479,0
KIC 5192660,0.217596,0
TIC 374095457,0.221330,0
KIC 8244947,0.219729,0
KIC 7816935,0.217778,0
KIC 6604328,0.219898,0
K2-136,0.215410,0
TIC 18310799,0.215410,0
KIC 8046659,0.215714,0
KIC 5688790,0.221743,0
KIC 6369845,0.212058,0
TIC 466682238,0.217267,0
KIC 9958053,0.212323,0
KIC 7115878,0.215288,0
TIC 406634633,0.219128,0
KIC 11026304,0.217222,0
KIC 11671646,0.216575,0
TIC 359426909,0.216215,0
TIC 179230828,0.218016,0
KIC 8265218,0.218107,0
TIC 430751891,0.216638,0
TIC 445795465,0.219163,0
KIC 9224514,0.217428,0
TIC 272125414,0.225932,0
KIC 5511081,0.216857,0
KIC 2717158,0.216890,0
K2-248,0.225982,0
KIC 9650579,0.219115,0
KIC 8937021,0.214984,0
KIC 11811382,0.209996,0
KIC 11804952,0.213161,0
TIC 234112540,0.223065,0
KIC 11133306,0.214921,0
TIC 422423972,0.216128,0
KIC 4840672,0.222609,0
KIC 8703129,0.214284,0
KIC 10922659,0.227756,0
KIC 8462258,0.222911,0
TIC 397423462,0.224639,0
KIC 9899256,0.228575,0
KIC 3968809,0.216169,0
KIC 11774383,0.214542,0
TIC 400595342,0.218071,0
TIC 258871793,0.216194,0
TIC 168405330,0.220025,0
KIC 12004656,0.214635,0
KIC 8167959,0.214666,0
TIC 126737992,0.214361,0
KIC 9157908,0.220685,0
TIC 29105766,0.220191,0
KIC 12690465,0.216650,0
TIC 112395568,0.231419,0
KIC 4136466,0.220050,0
KIC 10992011,0.214660,0
KIC 7967210,0.219456,0
TIC 17385917,0.214290,0
KIC 6599949,0.221966,0
TIC 72985822,0.216915,0
KIC 10191070,0.218793,0
KIC 9950612,0.221858,0
EPIC 213920015,0.224930,0
EPIC 213919915,0.224930,0
KIC 5471792,0.218496,0
TIC 195192253,0.216800,0
EPIC 211929937,0.216800,0
TIC 237406657,0.221379,0
KIC 8377197,0.215860,0
TIC 154762431,0.218575,0
TIC 219431828,0.214088,0
KIC 8247770,0.215054,0
KIC 3559935,0.214898,0
TIC 371188886,0.215233,0
TIC 276360911,0.215325,0
KIC 9941550,0.211221,0
TIC 341186896,0.215402,0
KIC 5000179,0.212616,0
KIC 9593528,0.213504,0
EPIC 220207765,0.225302,0
TIC 199671901,0.217651,0
KIC 5601258,0.212817,0
KIC 2142501,0.215074,0
KIC 11337566,0.216358,0
KIC 7177766,0.213697,0
KIC 7364176,0.221652,0
KIC 4390912,0.212833,0
TIC 47937361,0.214059,0
TIC 169081296,0.215229,0
TIC 41995709,0.219087,0
KIC 5394585,0.214127,0
TIC 66726479,0.218183,0
TIC 274662200,0.223355,0
KIC 11298815,0.227626,0
KIC 9173014,0.213430,0
TIC 99989903,0.215112,0
KIC 10817600,0.214533,0
KIC 8687088,0.217191,0
KIC 4139254,0.214451,0
TIC 422914082,0.228368,0
TIC 235937532,0.216572,0
TIC 366972162,0.215037,0
KIC 8890417,0.216725,0
KIC 9157030,0.222991,0
TIC 290407621,0.217024,0
KIC 8483241,0.216919,0
TIC 238335094,0.218512,0
EPIC 213722591,0.223884,0
KIC 7386827,0.214018,0
KIC 5888187,0.216962,0
KIC 9452897,0.218361,0
KIC 7671950,0.218118,0
KIC 4169315,0.217727,0
KIC 9579860,0.210880,0
KIC 12008916,0.212424,0
KIC 5525484,0.211837,0
KIC 11649292,0.213494,0
TIC 143350972,0.215212,0
KIC 5097856,0.217866,0
KIC 8655076,0.217050,0
TIC 468979441,0.216527,0
KIC 8397675,0.215018,0
TIC 56662591,0.226368,0
KIC 5966810,0.216545,0
TIC 65845738,0.217087,0
KIC 1996399,0.214134,0
KIC 8104207,0.217477,0
KIC 8242434,0.213196,0
TIC 294594423,0.220863,0
