star_id,score_raw,p_highclass
KIC 8630788,0.251290,0
TIC 34266522,0.253529,0
TIC 19447218,0.250372,0
TIC 318413374,0.264137,0
TIC 183537452,0.258178,0
KIC 3654950,0.251361,0
TIC 243200602,0.256996,0
KIC 10710755,0.252271,0
TIC 85216969,0.251357,0
TIC 160432093,0.259932,0
TIC 366302410,0.270033,0
KIC 3247396,0.250647,0
KIC 6953219,0.255418,0
TIC 288953761,0.250140,0
TIC 396234347,0.253603,0
KIC 10666242,0.254865,0
TIC 245341495,0.255342,0
TIC 160268701,0.260501,0
KIC 9785921,0.255161,0
TIC 385658469,0.250967,0
KIC 4247811,0.254798,0
TIC 204376737,0.258999,0
TIC 158324245,0.261396,0
KIC 1725193,0.250265,0
KIC 5966322,0.253643,0
KIC 8180020,0.249014,0
TIC 120487017,0.261824,0
EPIC 247856284,0.254626,0
TIC 327579226,0.259488,0
KIC 5343976,0.251778,0
KIC 9087853,0.258899,0
TIC 33091633,0.254159,0
TIC 283303192,0.264573,0
TIC 75076261,0.251979,0
TIC 115524421,0.249781,0
KIC 5218014,0.253530,0
KIC 11233911,0.249463,0
KIC 9935642,0.254178,0
TIC 198108326,0.256305,0
TIC 44631965,0.259291,0
TIC 167418903,0.292285,0
TIC 179034327,0.255539,0
KIC 8128067,0.255639,0
KIC 2305543,0.246254,0
KIC 3859363,0.260447,0
TIC 276376289,0.256814,0
KIC 9527334,0.248798,0
TIC 102030574,0.261135,0
KIC 10125352,0.258992,0
KIC 5771589,0.255857,0
KIC 8279765,0.251948,0
EPIC 212422536,0.273411,0
KIC 10728219,0.252322,0
TIC 45368525,0.260841,0
KIC 8111381,0.253856,0
KIC 7296094,0.252318,0
KIC 9183378,0.248986,0
KIC 7700500,0.251713,0
KIC 8167978,0.256821,0
TIC 283165117,0.249734,0
K2-384,0.257119,0
TIC 364571121,0.255800,0
KIC 10351767,0.247054,0
EPIC 220263105,0.251185,0
TIC 419524589,0.275078,0
KIC 8263752,0.255745,0
TIC 382200986,0.241211,0
TIC 374741750,0.257114,0
TIC 444159424,0.252736,0
TIC 378159598,0.255787,0
TIC 470990157,0.264391,0
KIC 6937529,0.254936,0
TIC 317328621,0.247879,0
TIC 233120979,0.255528,0
KIC 11909686,0.254613,0
EPIC 212562715,0.262585,0
TIC 130981260,0.257923,0
TIC 437984134,0.255108,0
KIC 3749365,0.243578,0
TIC 31374837,0.259308,0
TIC 151959065,0.258573,0
KIC 7601633,0.258388,0
TIC 303030789,0.250553,0
KIC 6851425,0.237912,0
TIC 219852584,0.259844,0
TIC 303502327,0.250429,0
TIC 13036318,0.256955,0
KIC 3971315,0.254208,0
TIC 429036977,0.253687,0
TIC 363761216,0.250206,0
EPIC 220288594,0.256403,0
KIC 7818447,0.249843,0
KIC 5200084,0.246295,0
KIC 8107380,0.254841,0
EPIC 202071645,0.252280,0
EPIC 202086968,0.254799,0
KIC 7200485,0.249839,0
KIC 12062660,0.249009,0
TIC 87932853,0.242257,0
TIC 271168962,0.254870,0
TIC 99493790,0.268737,0
KIC 3742855,0.254250,0
KIC 5899544,0.254094,0
TIC 202648961,0.256777,0
KIC 8210370,0.247284,0
KIC 9084569,0.257849,0
TIC 317546777,0.250140,0
TIC 409934330,0.251515,0
KIC 11403216,0.249257,0
TIC 9385460,0.283390,0
KIC 8110758,0.256050,0
TIC 144486060,0.253635,0
KIC 5024450,0.251137,0
TIC 154264903,0.259342,0
KIC 5350244,0.252439,0
KIC 6862328,0.251432,0
TIC 91051152,0.256642,0
TIC 141458054,0.255154,0
TIC 17652022,0.256100,0
TIC 379931600,0.258092,0
TIC 220460087,0.254228,0
TIC 263075864,0.257655,0
TIC 329609449,0.252738,0
TIC 67246795,0.253888,0
KIC 10487119,0.247968,0
TIC 273874849,0.253703,0
TIC 168699373,0.258484,0
KIC 4164922,0.253353,0
KIC 4037163,0.245655,0
TIC 306363166,0.247888,0
KIC 7755741,0.239745,0
TIC 308522539,0.248223,0
TIC 120269103,0.252794,0
KIC 5112567,0.254624,0
KIC 7605600,0.249980,0
KIC 11086270,0.251507,0
TIC 393495970,0.256234,0
KIC 10288922,0.253599,0
KIC 11044770,0.234809,0
KIC 7749318,0.247095,0
KIC 2309587,0.248888,0
KIC 5360920,0.250334,0
TIC 287776397,0.255020,0
TIC 367333043,0.248586,0
EPIC 211613886,0.254383,0
TIC 459735346,0.249852,0
KIC 5113822,0.254564,0
TIC 65412605,0.253017,0
TIC 437242640,0.253849,0
TIC 96055535,0.257392,0
TIC 356473034,0.265607,0
TIC 36452991,0.255172,0
KIC 10905746,0.249054,0
KIC 10264660,0.252696,0
TIC 98286422,0.253883,0
KIC 8678594,0.253115,0
KIC 8953059,0.252298,0
TIC 367193046,0.253081,0
KIC 8948424,0.253088,0
KIC 11760931,0.249214,0
KIC 6198182,0.249776,0
TIC 90048949,0.248439,0
TIC 87597187,0.255484,0
TIC 166671025,0.258916,0
KIC 4071638,0.244920,0
TIC 460316238,0.253044,0
TIC 332383229,0.249283,0
KIC 5270698,0.250201,0
KIC 7751571,0.253962,0
TIC 452658846,0.250398,0
TIC 306996324,0.256478,0
KIC 1293031,0.259105,0
KIC 7841986,0.250602,0
TIC 163164300,0.248922,0
TIC 55748194,0.255576,0
TIC 258279359,0.264686,0
KIC 6276994,0.250698,0
KIC 3734868,0.249456,0
TIC 418471796,0.255568,0
KIC 8801343,0.247657,0
TIC 76761591,0.256463,0
TIC 106829921,0.248353,0
TIC 470171739,0.257192,0
TIC 5109298,0.254385,0
KIC 8953257,0.251728,0
KIC 11303815,0.253478,0
TIC 436007113,0.249803,0
KIC 5683743,0.249714,0
KIC 3836399,0.248010,0
KIC 11773022,0.251963,0
KIC 7368103,0.248627,0
KIC 5036537,0.247521,0
EPIC 201270176,0.268151,0
TIC 409183335,0.271291,0
KIC 6775985,0.250961,0
TIC 34524670,0.247560,0
TIC 100909102,0.252744,0
KIC 7529266,0.254436,0
TIC 91869778,0.253491,0
KIC 9899577,0.248307,0
KIC 8822216,0.246713,0
KIC 8751933,0.254965,0
KIC 11348997,0.250544,0
KIC 9471268,0.258934,0
EPIC 211737652,0.244721,0
KIC 9425139,0.253409,0
TIC 286099128,0.255882,0
TIC 354518617,0.249909,0
TIC 437156845,0.248604,0
KIC 7050060,0.253361,0
TIC 166836920,0.249999,0
TIC 410094645,0.254932,0
TIC 76798849,0.253124,0
TIC 396378209,0.266474,0
KIC 10937609,0.244271,0
KIC 4180401,0.247233,0
TIC 39858507,0.250777,0
TIC 174546820,0.246626,0
KIC 8121067,0.245454,0
TIC 63189173,0.251878,0
KIC 9451706,0.249987,0
TIC 260761464,0.254176,0
TIC 401509690,0.247655,0
TIC 284475976,0.256168,0
TIC 1167538,0.249213,0
TIC 386620582,0.254676,0
EPIC 201717159,0.274713,0
KIC 9536692,0.250084,0
KIC 7842610,0.251644,0
KIC 2010191,0.260672,0
EPIC 202139294,0.252367,0
TIC 461136782,0.247438,0
KIC 7287391,0.248298,0
KIC 11147460,0.246138,0
TIC 310854881,0.254561,0
KIC 9008103,0.260071,0
KIC 10847907,0.249388,0
KIC 8013439,0.255535,0
EPIC 212171851,0.249239,0
KIC 7215603,0.262857,0
TIC 262471759,0.254073,0
EPIC 211535481,0.242651,0
KIC 5475736,0.251582,0
EPIC 211524558,0.239231,0
KIC 4908495,0.249449,0
TIC 229791084,0.253763,0
KIC 4857058,0.249093,0
TIC 250839071,0.251362,0
TIC 155867025,0.253479,0
KIC 11180361,0.250477,0
TIC 88840705,0.248835,0
TIC 93125144,0.248608,0
KIC 9394601,0.237139,0
KIC 8043714,0.252073,0
KIC 6949607,0.249261,0
KIC 11075279,0.246089,0
TIC 278348461,0.248612,0
TIC 202563254,0.257878,0
TIC 388076422,0.275591,0
TIC 302976834,0.254668,0
KIC 8168581,0.242472,0
TIC 415739607,0.268250,0
KIC 11548140,0.249232,0
TIC 147125706,0.250985,0
TIC 18795429,0.255063,0
KIC 11724210,0.242859,0
TIC 322825139,0.247457,0
TIC 159742538,0.253776,0
TIC 366725641,0.250493,0
TIC 427685831,0.252476,0
TIC 322046084,0.254247,0
EPIC 211336616,0.247145,0
TIC 125366299,0.243724,0
TIC 165464482,0.254631,0
EPIC 201521212,0.255335,0
TIC 261867566,0.253647,0
KIC 8443527,0.249443,0
KIC 7303287,0.242479,0
EPIC 251288417,0.252247,0
TIC 302759417,0.247838,0
KIC 9048161,0.250494,0
TIC 457649900,0.254883,0
KIC 6020753,0.257053,0
KIC 9597411,0.246244,0
KIC 5817553,0.248820,0
TIC 61117473,0.234023,0
KIC 7031517,0.249506,0
TIC 444013020,0.250734,0
TIC 96736412,0.246417,0
TIC 341544930,0.250698,0
TIC 466318137,0.248111,0
TIC 170102285,0.250241,0
KIC 4666008,0.250093,0
TIC 11417087,0.251428,0
EPIC 211453223,0.244919,0
TIC 361034196,0.254098,0
TIC 281408474,0.248456,0
KIC 8620565,0.243595,0
KIC 6599919,0.245842,0
TIC 17993892,0.253192,0
KIC 2437783,0.246756,0
TIC 70887357,0.250739,0
TIC 287196418,0.249752,0
TIC 118586896,0.250074,0
KIC 5310435,0.248932,0
KIC 3130548,0.252827,0
TIC 372757221,0.278399,0
TIC 13533330,0.247602,0
KIC 7700622,0.241854,0
TIC 285543785,0.246400,0
TIC 86021841,0.258483,0
KIC 4913000,0.249392,0
TIC 35022727,0.253817,0
TIC 469523613,0.259885,0
TIC 321578632,0.259188,0
KIC 3970233,0.248696,0
KIC 7219906,0.249440,0
KIC 9911112,0.245614,0
KIC 9285568,0.246951,0
TIC 252045206,0.250282,0
KIC 5197233,0.249601,0
TIC 326809267,0.250803,0
TIC 277566483,0.248872,0
KIC 7708193,0.244706,0
KIC 10014702,0.252850,0
TIC 100389539,0.252696,0
KIC 6309763,0.252712,0
KIC 8345384,0.243080,0
KIC 9786017,0.245363,0
KIC 11520114,0.245831,0
TIC 286545058,0.252602,0
TIC 21747057,0.248310,0
KIC 6889235,0.250989,0
EPIC 211604981,0.249864,0
TIC 467931774,0.248747,0
KIC 7368664,0.251906,0
TIC 361711730,0.252548,0
TIC 428767018,0.250186,0
TIC 310003988,0.266156,0
TIC 78489364,0.255634,0
TIC 381979901,0.251003,0
KIC 9596089,0.242581,0
TIC 409264172,0.249444,0
TIC 162289289,0.252711,0
EPIC 202821899,0.244264,0
KIC 9836563,0.249265,0
KIC 6599305,0.248117,0
TIC 267215820,0.250800,0
KIC 7174617,0.246057,0
TIC 261680542,0.250338,0
KIC 3124412,0.246498,0
TIC 230088370,0.249549,0
KIC 9896435,0.250683,0
TIC 287207371,0.260508,0
EPIC 212634172,0.259574,0
TIC 67395329,0.252708,0
KIC 3831053,0.248720,0
TIC 50379036,0.268681,0
TIC 384984325,0.255778,0
KIC 11125936,0.258698,0
TIC 422457210,0.253771,0
KIC 11250587,0.235991,0
KIC 11294822,0.243233,0
KIC 7031726,0.250621,0
KIC 10483644,0.245827,0
KIC 10271806,0.247302,0
TIC 178284730,0.250489,0
TIC 373196394,0.249466,0
TIC 52315301,0.250445,0
KIC 6690836,0.242979,0
TIC 34551972,0.249485,0
TIC 318668441,0.243607,0
TIC 269102377,0.254129,0
TIC 126772538,0.230175,0
TIC 147723246,0.246679,0
TIC 28230919,0.248762,0
KIC 10676927,0.242353,0
KIC 11232745,0.243454,0
TIC 296327387,0.249268,0
KIC 7967100,0.245114,0
KIC 11046458,0.250147,0
KIC 6938264,0.243287,0
TIC 132534906,0.257738,0
KIC 9886224,0.244409,0
TIC 158241252,0.253398,0
TIC 97409519,0.251503,0
KIC 9719636,0.244257,0
TIC 270515566,0.249483,0
KIC 10616829,0.239562,0
TIC 371234684,0.252039,0
KIC 11414511,0.243777,0
TIC 116264089,0.250197,0
KIC 8365739,0.244960,0
KIC 9593757,0.247998,0
KIC 10485250,0.241726,0
TIC 420383981,0.252665,0
KIC 8285254,0.241930,0
KIC 9847239,0.245149,0
KIC 8053552,0.247453,0
KIC 7295235,0.242604,0
TIC 255928426,0.252314,0
KIC 3836413,0.242368,0
TIC 208151094,0.246257,0
KIC 2860594,0.246879,0
KIC 7910148,0.248964,0
KIC 8971432,0.237061,0
KIC 11875511,0.244296,0
KIC 2578017,0.247968,0
KIC 10005758,0.251313,0
KIC 4276114,0.244435,0
TIC 399868187,0.251719,0
TIC 316937670,0.268691,0
TIC 238176110,0.249272,0
TIC 424747720,0.248041,0
TIC 357661805,0.251578,0
KIC 8294484,0.239089,0
KIC 6347299,0.247918,0
TIC 377097547,0.261464,0
TIC 149572298,0.247505,0
KIC 9662811,0.245249,0
TIC 214243287,0.245293,0
KIC 10285631,0.249731,0
TIC 411463659,0.246121,0
KIC 7287028,0.241924,0
TIC 77258279,0.233805,0
TIC 346154016,0.256888,0
KIC 9328852,0.236510,0
KIC 7898352,0.247850,0
TIC 44745133,0.246681,0
KIC 5802637,0.241379,0
KIC 5444549,0.248472,0
KIC 10661718,0.248524,0
KIC 6716021,0.243802,0
TIC 445276138,0.249794,0
KIC 5794570,0.243440,0
TIC 293457754,0.252489,0
KIC 5008245,0.250555,0
TIC 445144327,0.242984,0
KIC 11231334,0.243211,0
KIC 10292465,0.242545,0
KIC 6182846,0.244623,0
TIC 59351345,0.246764,0
TIC 262880826,0.251186,0
KIC 11564013,0.244990,0
TIC 103751498,0.266019,0
KIC 11350389,0.242152,0
KIC 12307496,0.242901,0
KIC 7951018,0.250501,0
KIC 8230809,0.243141,0
KIC 9535080,0.248046,0
TIC 302518439,0.246482,0
TIC 279999655,0.247966,0
KIC 9957351,0.246099,0
KIC 9777087,0.248833,0
TIC 419029830,0.234772,0
KIC 5709103,0.243652,0
TIC 229400092,0.250146,0
TIC 455135327,0.248954,0
TIC 27677846,0.258190,0
KIC 11044779,0.236810,0
TIC 20897611,0.242343,0
TIC 284288093,0.250219,0
KIC 6041734,0.243648,0
TIC 54141697,0.259887,0
KIC 4569590,0.231874,0
EPIC 210472483,0.244509,0
TIC 362032529,0.243768,0
KIC 9518318,0.241875,0
KIC 5689351,0.246389,0
KIC 7093401,0.242544,0
KIC 10130646,0.243602,0
TIC 375542276,0.246172,0
TIC 58723861,0.248038,0
TIC 332657786,0.253054,0
TIC 331146317,0.249298,0
KIC 2441495,0.244998,0
KIC 5816144,0.245282,0
KIC 5088536,0.248327,0
KIC 7903086,0.247273,0
TIC 198008005,0.250593,0
KIC 5809372,0.277395,0
KIC 4990977,0.242223,0
KIC 10858832,0.242674,0
KIC 7137798,0.239203,0
TIC 379286801,0.246850,0
KIC 5905728,0.240206,0
TIC 361467239,0.251049,0
TIC 282576340,0.246488,0
TIC 292852583,0.253231,0
TIC 398895470,0.245163,0
KIC 2970804,0.243071,0
TIC 202504234,0.266173,0
TIC 444209952,0.248531,0
KIC 4833421,0.241497,0
KIC 11151677,0.248499,0
KIC 4757331,0.241575,0
KIC 10091257,0.243154,0
KIC 8379547,0.242324,0
KIC 10656823,0.241931,0
KIC 9411943,0.239149,0
TIC 397058826,0.251477,0
TIC 366410512,0.255024,0
K2-98,0.255024,0
KIC 3632418,0.259982,0
TIC 157218656,0.250734,0
TIC 409896170,0.245519,0
KIC 6678383,0.241479,0
KIC 6471229,0.245640,0
KIC 9592579,0.243352,0
KIC 7212066,0.241248,0
TIC 420202798,0.250550,0
KIC 10068919,0.243123,0
TIC 339522221,0.250359,0
KIC 11922722,0.236358,0
TIC 333736132,0.249878,0
KIC 9655858,0.244389,0
KIC 3834364,0.244413,0
KIC 12022718,0.252131,0
TIC 441159680,0.249875,0
KIC 5370302,0.241161,0
KIC 9214715,0.244433,0
EPIC 249599275,0.240581,0
TIC 431981595,0.245089,0
TIC 124095888,0.244265,0
KIC 5211470,0.237555,0
TIC 121966220,0.247896,0
TIC 410554986,0.250158,0
KIC 5282049,0.243558,0
TIC 355796887,0.246588,0
TIC 394722182,0.249616,0
TIC 117979694,0.241305,0
TIC 382391899,0.249602,0
KIC 10010452,0.247532,0
TIC 232079930,0.242110,0
TIC 200465781,0.242135,0
TIC 166739520,0.244904,0
TIC 367193060,0.241818,0
KIC 7831264,0.247264,0
TIC 35483319,0.242877,0
TIC 346626688,0.249944,0
KIC 9278021,0.244548,0
TIC 237909527,0.245804,0
TIC 269859655,0.245335,0
TIC 239638934,0.246519,0
KIC 9536048,0.243108,0
KIC 11093538,0.246004,0
TIC 440186528,0.241600,0
TIC 328350926,0.253520,0
TIC 100757807,0.243521,0
KIC 8453214,0.239967,0
KIC 10079481,0.240220,0
TIC 307375528,0.245305,0
KIC 10230571,0.248996,0
KIC 8112324,0.239236,0
KIC 5527172,0.242016,0
TIC 250724252,0.243420,0
TIC 126171392,0.248082,0
TIC 167098530,0.259774,0
TIC 172370679,0.244222,0
KIC 9636563,0.246078,0
KIC 2438490,0.243526,0
KIC 7620660,0.239624,0
KIC 5769943,0.246347,0
TIC 347210614,0.246566,0
TIC 236445129,0.248408,0
KIC 3953173,0.252387,0
KIC 3241604,0.244433,0
TIC 440324561,0.246843,0
KIC 7871954,0.237680,0
TIC 94986319,0.248226,0
TIC 402026209,0.245348,0
TIC 134404603,0.241309,0
KIC 12735793,0.240606,0
TIC 175456679,0.246367,0
TIC 268496304,0.248065,0
KIC 6501635,0.237664,0
TIC 8988289,0.246536,0
TIC 93862917,0.238955,0
KIC 4547480,0.242762,0
KIC 8813698,0.244392,0
KIC 10597164,0.245996,0
KIC 8684730,0.242131,0
KIC 12365184,0.241818,0
TIC 88996391,0.244889,0
TIC 233867481,0.243894,0
TIC 333814134,0.247882,0
KIC 4055092,0.243806,0
TIC 9151337,0.238955,0
KIC 2849140,0.243577,0
TIC 434186655,0.256208,0
EPIC 212116340,0.239780,0
TIC 436478932,0.242354,0
KIC 5876360,0.239025,0
KIC 11516930,0.242093,0
TIC 387527174,0.247077,0
TIC 57093805,0.245391,0
KIC 8581240,0.240501,0
TIC 439512298,0.243678,0
KIC 11193447,0.233924,0
TIC 155114483,0.245731,0
KIC 8039892,0.242783,0
KIC 5110423,0.240322,0
KIC 5651104,0.245334,0
TIC 21997420,0.246753,0
TIC 116242971,0.247630,0
KIC 9837586,0.248137,0
KIC 7919867,0.241757,0
EPIC 211972086,0.246461,0
TIC 469523619,0.253355,0
KIC 10272640,0.242749,0
KIC 6028860,0.248029,0
TIC 232679662,0.242047,0
TIC 156172268,0.245496,0
KIC 5441980,0.241388,0
KIC 5305404,0.244166,0
TIC 366074071,0.251198,0
KIC 7989422,0.256437,0
KIC 8162789,0.243640,0
KIC 9480189,0.241689,0
KIC 7673192,0.238206,0
KIC 5479973,0.236819,0
TIC 306362738,0.245213,0
TIC 35315453,0.243806,0
KIC 5534702,0.231361,0
TIC 412014494,0.242082,0
TIC 268644785,0.242419,0
TIC 283621618,0.248630,0
TIC 139198430,0.244886,0
KIC 6955671,0.233016,0
TIC 306249066,0.247353,0
TIC 88863718,0.232027,0
KIC 4563268,0.245753,0
TIC 219698950,0.246362,0
TIC 241135327,0.233999,0
KIC 2140389,0.238663,0
TIC 265979849,0.249111,0
KIC 11547869,0.238143,0
KIC 3543270,0.241280,0
TIC 202282233,0.244508,0
KIC 5471690,0.245601,0
TIC 469810663,0.246902,0
KIC 8429817,0.242236,0
KIC 9478990,0.242013,0
TIC 468178519,0.245222,0
KIC 10341913,0.243932,0
TIC 219854185,0.245843,0
KIC 10661771,0.241306,0
KIC 3838486,0.246906,0
KIC 9517393,0.242943,0
TIC 304426002,0.244688,0
TIC 194795551,0.242941,0
KIC 11145637,0.243546,0
KIC 7772914,0.239991,0
TIC 41330864,0.244503,0
TIC 448688668,0.243705,0
TIC 323295908,0.245731,0
KIC 9446824,0.238720,0
TIC 306039307,0.248570,0
TIC 15445551,0.242123,0
KIC 5094412,0.233132,0
KIC 11869052,0.245600,0
KIC 9141746,0.243881,0
KIC 5688997,0.244066,0
KIC 7102316,0.244846,0
TIC 372264750,0.243395,0
KIC 11551652,0.240613,0
TIC 286000547,0.247519,0
TIC 357145112,0.241982,0
TIC 53728859,0.248329,0
TIC 61109252,0.250978,0
TIC 155491828,0.241425,0
TIC 203189770,0.242065,0
KIC 11357664,0.241417,0
TIC 48210046,0.245077,0
KIC 2165002,0.243855,0
TIC 46698351,0.242791,0
KIC 11138155,0.245951,0
KIC 10917681,0.241202,0
KIC 10352938,0.241522,0
KIC 10528068,0.245817,0
KIC 4917596,0.240363,0
TIC 308300731,0.243015,0
TIC 435167167,0.243791,0
TIC 443666343,0.246121,0
KIC 8182107,0.240324,0
TIC 210681065,0.249908,0
KIC 2711131,0.239710,0
KIC 5905822,0.255013,0
KIC 6291653,0.245381,0
TIC 207981861,0.243323,0
TIC 374180079,0.243474,0
KIC 7101726,0.240287,0
KIC 6579806,0.242712,0
KIC 8163784,0.239589,0
TIC 71612483,0.244220,0
KIC 6068947,0.243569,0
TIC 290388627,0.241784,0
TIC 36022284,0.243065,0
KIC 3124420,0.233364,0
KIC 6421483,0.238231,0
KIC 9116075,0.236019,0
KIC 3867593,0.240072,0
TIC 342642208,0.247577,0
TIC 260537454,0.246283,0
KIC 5980800,0.237618,0
KIC 8715589,0.240559,0
KIC 5181804,0.237225,0
TIC 190643105,0.250081,0
TIC 380836882,0.243585,0
TIC 221882319,0.244668,0
KIC 8256049,0.245238,0
TIC 394137592,0.239385,0
KIC 5184709,0.240510,0
TIC 219824469,0.245500,0
TIC 262258341,0.239063,0
KIC 9593759,0.238031,0
TIC 97249514,0.248076,0
KIC 8410727,0.242174,0
TIC 57984377,0.240890,0
TIC 470749725,0.246610,0
EPIC 211493669,0.241962,0
KIC 6195669,0.243467,0
TIC 406548952,0.262165,0
TIC 293853437,0.243644,0
KIC 3351888,0.247700,0
KIC 6695889,0.236181,0
TIC 272885406,0.238955,0
KIC 6471021,0.236938,0
TIC 257241363,0.243371,0
KIC 5942808,0.237947,0
KIC 4945877,0.234227,0
TIC 22121296,0.224147,0
TIC 100769500,0.247903,0
KIC 6205468,0.240521,0
KIC 4947556,0.237887,0
TIC 468574941,0.242315,0
TIC 321861405,0.243815,0
KIC 6385302,0.235511,0
KIC 10514429,0.258885,0
TIC 319568619,0.243470,0
KIC 9139084,0.239140,0
KIC 3450040,0.248398,0
TIC 24113219,0.242016,0
TIC 159781361,0.261515,0
KIC 10875937,0.238245,0
KIC 8505920,0.236751,0
TIC 73038411,0.243236,0
KIC 9664215,0.240164,0
TIC 369474541,0.244232,0
KIC 8481129,0.238404,0
TIC 239816546,0.245861,0
KIC 8219673,0.237010,0
KIC 3858917,0.239058,0
TIC 366622912,0.247387,0
K2-371,0.247387,0
KIC 5218441,0.240022,0
KIC 6451125,0.241652,0
KIC 9076513,0.240118,0
KIC 3344419,0.238406,0
KIC 7899070,0.241813,0
KIC 6048106,0.233688,0
KIC 2449245,0.248520,0
TIC 142211778,0.245200,0
KIC 10386922,0.239252,0
TIC 459969957,0.242215,0
TIC 142420436,0.245497,0
KIC 10384962,0.237959,0
KIC 6103049,0.233087,0
TIC 240450679,0.240351,0
KIC 9822284,0.242397,0
TIC 243153196,0.244365,0
KIC 3561464,0.240125,0
TIC 201660996,0.245258,0
KIC 8589731,0.239767,0
TIC 75878355,0.243609,0
KIC 10024051,0.240872,0
TIC 81077799,0.240062,0
KIC 8613769,0.243948,0
TIC 86263325,0.244980,0
EPIC 212221986,0.256233,0
KIC 3352751,0.236055,0
KIC 11652427,0.237173,0
KIC 11461433,0.240964,0
TIC 350023518,0.251958,0
KIC 9282769,0.241498,0
TIC 449951606,0.251385,0
TIC 163030461,0.242790,0
KIC 10232123,0.236130,0
TIC 34297761,0.244093,0
TIC 204671232,0.244365,0
TIC 346338552,0.240387,0
KIC 6021275,0.240935,0
TIC 220547837,0.241914,0
TIC 239134248,0.243311,0
KIC 6061773,0.235013,0
KIC 7592529,0.237255,0
TIC 210441429,0.244156,0
KIC 7761545,0.241928,0
TIC 25139786,0.244943,0
TIC 356590734,0.240625,0
KIC 10407191,0.237429,0
KIC 5900390,0.244164,0
TIC 352409708,0.239943,0
KIC 11154043,0.238634,0
KIC 3441340,0.236302,0
TIC 462206806,0.244229,0
KIC 8517303,0.235413,0
KIC 5201593,0.236942,0
TIC 147034452,0.243350,0
TIC 61538902,0.240336,0
KIC 4157325,0.240564,0
KIC 8374580,0.241067,0
KIC 10963065,0.252285,0
TIC 125739286,0.239208,0
KIC 9118858,0.239166,0
TIC 446524637,0.240491,0
KIC 4989057,0.238960,0
KIC 11122894,0.237101,0
KIC 4760746,0.242277,0
KIC 9784222,0.240413,0
KIC 5716244,0.233965,0
KIC 11145831,0.243585,0
TIC 66242670,0.238131,0
TIC 67711670,0.239600,0
KIC 5177859,0.235401,0
TIC 221785300,0.240398,0
KIC 5130369,0.243444,0
KIC 5114623,0.241441,0
KIC 2558370,0.245072,0
TIC 388130237,0.243242,0
TIC 355600246,0.244059,0
KIC 9101496,0.237806,0
TIC 438073782,0.242861,0
KIC 9305831,0.245017,0
TIC 26865340,0.242562,0
TIC 97486178,0.242876,0
KIC 9965691,0.240059,0
TIC 317252733,0.240421,0
TIC 9392421,0.241169,0
KIC 5809890,0.237675,0
TIC 320411045,0.246390,0
KIC 7777471,0.241236,0
KIC 9267996,0.244642,0
TIC 4426490,0.241847,0
KIC 12010534,0.235046,0
KIC 3973504,0.236512,0
TIC 88385463,0.241931,0
TIC 143724857,0.251627,0
TIC 98159959,0.239882,0
KIC 11969988,0.238925,0
KIC 6507433,0.235823,0
KIC 4073730,0.237432,0
TIC 357299852,0.241790,0
TIC 143022742,0.243750,0
KIC 10418224,0.246056,0
TIC 196351790,0.247298,0
KIC 6607447,0.246521,0
KIC 6950275,0.233213,0
KIC 6592832,0.243391,0
TIC 262662119,0.242630,0
WASP-151,0.242630,0
TIC 288246496,0.243352,0
KIC 7832356,0.238425,0
TIC 88977253,0.241041,0
KIC 3219995,0.237564,0
KIC 6146418,0.238331,0
KIC 11200405,0.239456,0
TIC 352284958,0.235831,0
TIC 358613376,0.243114,0
KIC 3547178,0.241680,0
KIC 11769801,0.240966,0
TIC 291517604,0.243889,0
KIC 9963524,0.233998,0
KIC 10848459,0.241577,0
TIC 369532319,0.243894,0
KIC 4949751,0.240928,0
KIC 9003126,0.237374,0
TIC 273850708,0.242598,0
KIC 6128027,0.237480,0
KIC 3545749,0.242911,0
KIC 5481148,0.237514,0
KIC 6675757,0.235441,0
KIC 2997455,0.238789,0
TIC 302798365,0.240151,0
TIC 67926921,0.242415,0
TIC 423903685,0.246708,0
KIC 5376067,0.246444,0
TIC 313194972,0.243590,0
TIC 272983172,0.237252,0
KIC 12207117,0.236419,0
KIC 9902856,0.240437,0
KIC 3228804,0.245692,0
TIC 423393242,0.224770,0
KIC 9880467,0.236024,0
KIC 8255887,0.242239,0
TIC 199488690,0.239948,0
KIC 3448130,0.236415,0
TIC 327341626,0.241824,0
TIC 63013648,0.241467,0
KIC 7458309,0.237016,0
TIC 269488987,0.242337,0
TIC 138294130,0.239285,0
KIC 6523351,0.235202,0
KIC 10779233,0.232379,0
KIC 5281714,0.234797,0
KIC 10735564,0.231659,0
TIC 371909591,0.244203,0
KIC 4852528,0.235229,0
TIC 123846039,0.237605,0
KIC 3231341,0.240123,0
TIC 52548453,0.241921,0
KIC 6063220,0.234358,0
TIC 123462119,0.244850,0
KIC 11807274,0.238219,0
KIC 7767559,0.235627,0
TIC 437215469,0.242589,0
TIC 175604949,0.243665,0
EPIC 220258394,0.242094,0
KIC 8248939,0.236948,0
KIC 8474898,0.239403,0
TIC 360742636,0.238119,0
KIC 5774375,0.233732,0
KIC 4663185,0.235042,0
KIC 6852488,0.234807,0
KIC 10809677,0.235217,0
TIC 361343239,0.242135,0
KIC 7270230,0.233821,0
KIC 10223616,0.235981,0
TIC 224328450,0.239216,0
KIC 9575728,0.237462,0
TIC 432078760,0.242805,0
