epic_id,mission,n_points,n_segments,best_seg_score,mean_seg_score,median_seg_score,std_seg_score,status,error,best_seg_idx,best_start,best_end,best_t0,best_t1,p95_seg_score
210818897,K2,3274,9,0.4689982533454895,0.4472564160823822,0.4568166434764862,0.0245462227612733,ok,,4,1024,2048,2250.7036406941334,2272.402107431953,0.468218982219696
211990866,K2,3429,10,0.488350361585617,0.417139858007431,0.431069403886795,0.0674623474478721,ok,,4,1024,2048,2328.7588569331347,2350.641169701717,0.4867842197418213
212768333,K2,3543,10,0.4491737782955169,0.424310028553009,0.4212292432785034,0.0158537719398736,ok,,7,1792,2816,2424.0597426890017,2447.10667319152,0.4488237500190735
249622103,K2,4039,12,0.4305061101913452,0.4109602868556976,0.4140955507755279,0.011912977322936,ok,,9,2304,3328,3206.073951111968,3228.487472758454,0.4250968396663666
212178066,K2,3638,11,0.4214596748352051,0.3918918371200561,0.3907643258571625,0.0204562321305274,ok,,5,1280,2304,3291.28218485984,3313.2504125202177,0.4214591979980469
211611158,K2,3436,10,0.4392532706260681,0.3468688130378723,0.3505908846855163,0.0681223645806312,ok,,0,0,1024,2306.631230610503,2328.6568566553688,0.436487078666687
249801827,K2,4027,12,0.4365819096565246,0.3783746063709259,0.4153076708316803,0.0640180557966232,ok,,3,768,1792,3173.4441448819125,3195.428736509908,0.4326919913291931
201912552,K2,3518,10,0.4386037290096283,0.3279109299182892,0.3446515798568725,0.0687131285667419,ok,,9,2304,3328,2030.3849430900227,2053.14591680438,0.4166405498981476
211529065,K2,3433,10,0.4251506626605987,0.3730332255363464,0.3857176303863525,0.0428591929376125,ok,,0,0,1024,2306.631319569038,2328.636541394684,0.4214215874671936
210965800,K2,3279,9,0.4111012816429138,0.3845621347427368,0.3849879205226898,0.0198069475591182,ok,,6,1536,2560,2261.593098406345,2283.5366012637023,0.410102903842926
