"epic_id","source_batch","best_period_days","stage_g_final_recommendation","final_recommendation","stage_f_label","stage_h_label","visual_label","final_candidate_status","review_bin","status_reason","visual_notes","reviewer","reviewed_at","recommended_next_action","stage_h_notes","phase_0_folded_path","validation_summary_json_path"
"EPIC_211534076","positive_controls","15.221580048255191","top_followup_candidate","top_followup_candidate","stage_f_planet_like","known_unconfirmed_candidate","","recovered_known_unconfirmed_candidate","recovered_positive_control","Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.","Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.","","","use as candidate-positive recovery benchmark; literature follow-up / monitor for confirmation","Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.","plots\k2_batch\stage_f_followup\EPIC_211534076\phase_0_folded.png","plots\k2_batch\stage_f_followup\EPIC_211534076\validation_summary.json"
"EPIC_211889692","positive_controls","17.673423499920546","followup_candidate_with_variability_caution","K2-108 b benchmark","stage_f_planet_like","known_confirmed_planet","","recovered_known_confirmed_planet","recovered_positive_control","Externally identified as K2-108 b confirmed/validated planet host; local catalog missed crossmatch.","Externally identified as K2-108 b confirmed/validated planet host; local catalog missed crossmatch.","","","use as benchmark positive / recovered known planet K2-108 b","Externally identified as K2-108 b confirmed/validated planet host; local catalog missed crossmatch.","plots\k2_batch\stage_f_followup\EPIC_211889692\phase_0_folded.png","plots\k2_batch\stage_f_followup\EPIC_211889692\validation_summary.json"
"EPIC_211954033","stage_f_next10_batch2_manual_review","11.441882991133753","","keep_reviewing","stage_f_planet_like","","visual_promote_candidate_alias_check","promote_candidate_alias_check","promoted_keep_reviewing","Human visual review found folds unconvincing relative to top five.","Human visual review found folds unconvincing relative to top five.","OC","2026-04-30","keep reviewing as promoted candidate","","plots\k2_batch\stage_f_next10_batch2\EPIC_211954033\phase_0_folded.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211954033\validation_summary.json"
"EPIC_212001099","stage_f_next10_batch2_manual_review","16.325087564604473","","keep_reviewing","stage_f_planet_like","","visual_promote_primary_candidate","promote_primary_candidate","promoted_keep_reviewing","Human visual review found folds unconvincing relative to top five.","Human visual review found folds unconvincing relative to top five.","OC","2026-04-30","keep reviewing as promoted candidate","","plots\k2_batch\stage_f_next10_batch2\EPIC_212001099\phase_0_folded.png","plots\k2_batch\stage_f_next10_batch2\EPIC_212001099\validation_summary.json"
