"epic_id","best_period_days","stage_e_visual_label","stage_f_label","stage_f_reason","visual_label","final_candidate_status","manual_review_status","review_bin","visual_notes","reviewer","reviewed_at","primary_depth","primary_depth_snr","transit_duration_days","transit_duration_hours","radius_ratio_sqrt_depth","secondary_depth_phase_05","secondary_depth_snr","secondary_to_primary_depth_ratio","odd_depth_median","even_depth_median","odd_even_depth_ratio","odd_even_depth_delta_explicit","oot_variability_amp","oot_variability_to_depth","alias_best_period_days","alias_best_support_count","alias_best_support_ratio","half_period_support_count","double_period_support_count","alias_risk","phase_0_folded_path","phase_05_secondary_check_path","alias_period_comparison_path","odd_even_zoom_path","validation_summary_json_path"
"EPIC_211926132","16.723298121680273","visual_planet_like_candidate","stage_f_reject","primary transit depth is not significant in cached folded light curve","visual_hold_low_priority_candidate","hold_low_priority_candidate","hold_low_priority_candidate","candidate_hold","Reasonable shape but shallow / not decisive. Keep only as reserve candidate.","OC","2026-04-30","0.00030021569989435","4.4578669282434635","0.08172658247713115","1.9614379794511474","0.01732673367644202","0.0","","0.0","0.0002788010575097","0.0010142083799134","0.2748952414823332","2.570075124588972","0.0006849132851219908","2.281403955099687","8.361649060840136","5","0.35714285714285715","5","4","low","plots\k2_batch\stage_f_next10_batch2\EPIC_211926132\phase_0_folded.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211926132\phase_05_secondary_check.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211926132\alias_period_comparison.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211926132\odd_even_zoom.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211926132\validation_summary.json"
"EPIC_211988531","14.496263978912111","visual_planet_like_candidate","stage_f_planet_like","survives secondary-eclipse, alias, odd/even, and OOT variability checks","visual_hold_borderline_candidate","hold_borderline_candidate","hold_borderline_candidate","candidate_hold","Some transit-like structure but weaker confidence. Keep for later review / model scoring.","OC","2026-04-30","0.0005784921430856","57.84921430856959","0.4699278437765315","11.278268250636756","0.02405186360940873","0.0","","0.0","0.0006853663440769","0.0005784921430856","0.8440626652958196","0.1847461582127066","0.00023219213246244985","0.40137473816665503","7.248131989456056","6","0.46153846153846156","6","4","low","plots\k2_batch\stage_f_next10_batch2\EPIC_211988531\phase_0_folded.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211988531\phase_05_secondary_check.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211988531\alias_period_comparison.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211988531\odd_even_zoom.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211988531\validation_summary.json"
