epic_id,status,files,seconds,error
211502222,ok,1,2.756500482559204,
211509553,ok,1,2.539764165878296,
211525389,ok,1,3.87613844871521,
211529065,ok,1,4.154174327850342,
211539054,ok,1,3.3487284183502197,
211562654,ok,1,4.425671577453613,
211579112,ok,1,2.7749478816986084,
211594205,ok,1,4.518736362457275,
211611158,ok,1,3.1492695808410645,
211680698,ok,1,3.389209508895874,
211682544,ok,1,3.4107847213745117,
211713099,ok,1,4.257587194442749,
211730024,ok,1,3.0142204761505127,
211732116,ok,1,3.012457847595215,
211736671,ok,1,3.7602033615112305,
211743874,ok,1,3.089301824569702,
211763214,ok,1,3.8412861824035645,
211770696,ok,1,4.935859203338623,
211770795,ok,1,2.9358396530151367,
211779390,ok,1,3.9378983974456787,
211816003,ok,1,3.453864336013794,
211818569,ok,1,3.847869873046875,
211822797,ok,1,3.576019287109375,
211906650,ok,1,3.0502586364746094,
211913977,ok,1,3.625318765640259,
211916756,ok,1,3.544297695159912,
211919004,ok,1,5.078027963638306,
211923431,ok,1,7.070124864578247,
211924657,ok,1,4.415139198303223,
211945201,ok,1,2.5664680004119873,
211964830,ok,1,2.1003434658050537,
211969807,ok,1,3.9231090545654297,
211970147,ok,1,3.275092363357544,
211978988,ok,1,2.907636880874634,
211990866,ok,1,2.741114377975464,
212006318,ok,1,2.7373785972595215,
212006344,ok,1,3.851660966873169,
212008766,ok,1,3.5957748889923096,
212012119,ok,1,2.613206624984741,
212058012,ok,1,2.2830402851104736,
212069861,ok,1,3.234414577484131,
212072539,ok,1,2.0377800464630127,
212081533,ok,1,3.3490490913391113,
212088059,ok,1,2.9993948936462402,
212110888,ok,1,3.194416046142578,
212130773,ok,1,2.6224277019500732,
212132195,ok,1,2.968181610107422,
212154564,ok,1,2.580763578414917,
212157262,ok,1,3.9800822734832764,
212161956,ok,1,2.823556661605835,
212164470,ok,1,3.750368356704712,
212178066,ok,1,3.3133301734924316,
212204403,ok,1,3.318638324737549,
212222383,ok,1,3.2233779430389404,
212300977,ok,1,2.3538053035736084,
212357477,ok,1,2.354125738143921,
212394689,ok,1,3.1435818672180176,
212418133,ok,1,2.5734777450561523,
212420823,ok,1,2.6245436668395996,
212424622,ok,1,1.888495683670044,
212440430,ok,1,2.2124180793762207,
212460519,ok,1,2.3860154151916504,
212480208,ok,1,2.5318949222564697,
212496592,ok,1,2.1483798027038574,
212521166,ok,1,2.168337821960449,
212530118,ok,1,2.561171054840088,
212543933,ok,1,3.217137098312378,
212554013,ok,1,3.201369285583496,
212555594,ok,1,2.5926246643066406,
212575828,ok,1,3.1583378314971924,
212580872,ok,1,3.1949081420898438,
212587672,ok,1,2.3219916820526123,
212624936,ok,1,1.7008368968963623,
212628254,ok,1,1.9633502960205078,
212672300,ok,1,2.8044185638427734,
212686205,ok,1,2.8869709968566895,
212689874,ok,1,2.604118824005127,
212697709,ok,1,2.3654351234436035,
212735333,ok,1,2.6243228912353516,
212737443,ok,1,2.8553214073181152,
212768333,ok,1,3.568788528442383,
212779596,ok,1,3.5548722743988037,
212782836,ok,1,3.06571102142334,
212803289,ok,1,2.8317480087280273,
212828909,ok,1,2.5561649799346924,
213715787,ok,1,2.8076324462890625,
214173069,ok,1,1.9154112339019775,
214419545,ok,1,2.01743221282959,
214787262,ok,1,2.7076308727264404,
215969174,ok,1,1.586308240890503,
216008129,ok,1,2.5488908290863037,
216405287,ok,1,2.5462734699249268,
216414930,ok,1,2.7359976768493652,
216468514,ok,1,2.412883996963501,
216494238,ok,1,1.9542088508605957,
217192839,ok,1,1.7085423469543457,
217671466,ok,1,2.5952587127685547,
217941732,ok,1,2.1728103160858154,
218131080,ok,1,2.195223331451416,
218668602,ok,1,2.396613597869873,
218916923,ok,1,1.8891232013702393,
219800881,ok,1,2.418698310852051,
220170303,ok,1,2.7460930347442627,
220186645,ok,1,3.722996234893799,
220194974,ok,1,3.180828332901001,
220211923,ok,1,3.677241325378418,
220218012,ok,1,2.389538526535034,
220221272,ok,1,3.7673537731170654,
220225178,ok,1,4.526843070983887,
220256496,ok,1,5.662675142288208,
220303276,ok,1,3.0338287353515625,
220321605,ok,1,2.535358428955078,
220376054,ok,1,2.7048933506011963,
220383386,ok,1,2.7531299591064453,
220459477,ok,1,1.8644700050354004,
220471666,ok,1,3.139826774597168,
220481411,ok,1,2.603315591812134,
220487418,ok,1,2.590895414352417,
220501947,ok,1,2.4030022621154785,
220503236,ok,1,2.5721795558929443,
220504338,ok,1,3.9069535732269287,
220510874,ok,1,2.8522770404815674,
220522262,ok,1,2.7851431369781494,
220554210,ok,1,1.859825611114502,
220592745,ok,1,2.907924175262451,
220598331,ok,1,2.501769781112671,
220621087,ok,1,2.6509218215942383,
220621788,ok,1,2.788421630859375,
220629489,ok,1,1.753873586654663,
220650439,ok,1,3.2992451190948486,
220674823,ok,1,2.927700996398926,
220696233,ok,1,2.206636428833008,
220709978,ok,1,2.530130386352539,
228721452,ok,1,2.8997011184692383,
228724232,ok,1,1.6612660884857178,
228725791,ok,1,2.132373571395874,
228725972,ok,1,2.736173629760742,
228732031,ok,1,2.3829174041748047,
228734900,ok,1,2.7718923091888428,
228735255,ok,1,1.615373134613037,
228736155,ok,1,2.803403377532959,
228739306,ok,1,3.1951828002929688,
228748383,ok,1,2.4043655395507812,
228748826,ok,1,2.4841697216033936,
228754001,ok,1,2.176363229751587,
228758778,ok,1,2.0649640560150146,
228763938,ok,1,2.6122846603393555,
228798746,ok,1,2.0374755859375,
228801451,ok,1,2.255697011947632,
228804845,ok,1,2.109283924102783,
228809550,ok,1,2.997396469116211,
228813918,ok,1,2.1189355850219727,
228836835,ok,1,2.4507174491882324,
228849382,ok,1,2.1739091873168945,
228894622,ok,1,2.4130492210388184,
228934525,ok,1,2.317931890487671,
228974324,ok,1,2.214264154434204,
229004835,ok,1,2.307161808013916,
229017395,ok,1,2.463972568511963,
229131722,ok,1,2.242393970489502,
229426032,ok,1,2.097402334213257,
245950175,ok,1,2.5963222980499268,
245991048,ok,1,3.291125774383545,
245995977,ok,1,2.790393114089966,
246067459,ok,1,2.6863906383514404,
246074314,ok,1,3.178356885910034,
246078672,ok,1,2.5573606491088867,
246084398,ok,1,2.7087764739990234,
246151543,ok,1,3.1204264163970947,
246191231,ok,1,3.466493606567383,
246193072,ok,1,2.541661262512207,
246199087,ok,1,3.817401647567749,
246389858,ok,1,2.6585447788238525,
246393474,ok,1,2.7152099609375,
246441449,ok,1,4.296239614486694,
246471491,ok,1,3.407867670059204,
246851721,ok,1,3.943092107772827,
246865365,ok,1,3.9007930755615234,
246876040,ok,1,3.673757791519165,
246891819,ok,1,3.3049488067626953,
246911830,ok,1,5.105888366699219,
246953392,ok,1,3.8093457221984863,
247098361,ok,1,3.2979397773742676,
247267267,ok,1,3.6861355304718018,
247383003,ok,1,3.533151388168335,
247418783,ok,1,3.7276976108551025,
247589423,ok,1,3.9400737285614014,
247887989,ok,1,2.7504653930664062,
248435473,ok,1,3.282583236694336,
248463350,ok,1,3.4245924949645996,
248480671,ok,1,3.2213857173919678,
248527514,ok,1,2.524340867996216,
248545986,ok,1,2.664323329925537,
248621597,ok,1,2.5345699787139893,
248758353,ok,1,2.99281644821167,
248777106,ok,1,2.4994213581085205,
248847494,ok,1,1.9143595695495605,
248861279,ok,1,2.7116940021514893,
248874928,ok,1,2.1733405590057373,
249223471,ok,1,3.189739465713501,
249403651,ok,1,3.1668219566345215,
249622103,ok,1,2.4894046783447266,
249624646,ok,1,2.244664430618286,
249631677,ok,1,1.4151408672332764,
249801827,ok,1,2.713887929916382,
249816490,ok,1,2.1811165809631348,
249889081,ok,1,2.1748008728027344,
249893012,ok,1,1.758465051651001,
249910734,ok,1,2.246123790740967,
249924395,ok,1,2.8385658264160156,
251279430,ok,1,3.3524789810180664,
