"epic_id","stage_r_label","stage_r_reason","stage_d_label","stage_d_reason","stage_e_label","stage_e_notes","stage_f_label","stage_f_reason","best_period_days","primary_depth","radius_ratio_sqrt_depth","transit_duration_hours","secondary_to_primary_depth_ratio","odd_even_depth_delta_explicit","oot_variability_to_depth","alias_risk","stage_d_folded_plot_path","stage_d_event_overlay_path","stage_d_odd_even_plot_path","stage_d_summary_json_path","stage_f_phase_0_folded_path","stage_f_phase_05_secondary_check_path","stage_f_alias_period_comparison_path","stage_f_odd_even_zoom_path","stage_f_validation_summary_json_path","final_candidate_rank","final_recommendation","candidate_summary_md_path"
"EPIC_211534076","Tier_A","promote: 13 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.263","pass_deeper_eval","period_support_count=16; depth_consistency=0.812; duration_consistency=0.957; validated cache-light-curve support","visual_planet_like_candidate","Repeated compact dip; strong duration consistency; acceptable odd/even agreement; promising follow-up.","stage_f_planet_like","survives secondary-eclipse, alias, odd/even, and OOT variability checks","15.221580048255191","0.0010519935860486","0.0324344506050064","10.787924320902674","0.0","0.1429201407325919","0.32249088483269617","low","plots\k2_batch\stage_d_top10\EPIC_211534076\EPIC_211534076_folded_period.png","plots\k2_batch\stage_d_top10\EPIC_211534076\EPIC_211534076_event_overlay.png","plots\k2_batch\stage_d_top10\EPIC_211534076\EPIC_211534076_odd_even.png","plots\k2_batch\stage_d_top10\EPIC_211534076\EPIC_211534076_summary.json","plots\k2_batch\stage_f_followup\EPIC_211534076\phase_0_folded.png","plots\k2_batch\stage_f_followup\EPIC_211534076\phase_05_secondary_check.png","plots\k2_batch\stage_f_followup\EPIC_211534076\alias_period_comparison.png","plots\k2_batch\stage_f_followup\EPIC_211534076\odd_even_zoom.png","plots\k2_batch\stage_f_followup\EPIC_211534076\validation_summary.json","1","top_followup_candidate","plots\k2_batch\stage_g_dossiers\EPIC_211534076\candidate_summary.md"
"EPIC_211889692","Tier_A","promote: 15 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.038","pass_deeper_eval","period_support_count=21; depth_consistency=0.891; duration_consistency=0.792; validated cache-light-curve support","visual_planet_like_candidate","Clean coherent repeated dips; folded signal centered; odd/even matched; strongest candidate so far.","stage_f_planet_like","survives secondary-eclipse, alias, odd/even, and OOT variability checks","17.673423499920546","0.0009543328081398","0.03089227748385994","9.807273853279183","0.0","0.5521356662214799","2.2516310215513196","low","plots\k2_batch\stage_d_top10\EPIC_211889692\EPIC_211889692_folded_period.png","plots\k2_batch\stage_d_top10\EPIC_211889692\EPIC_211889692_event_overlay.png","plots\k2_batch\stage_d_top10\EPIC_211889692\EPIC_211889692_odd_even.png","plots\k2_batch\stage_d_top10\EPIC_211889692\EPIC_211889692_summary.json","plots\k2_batch\stage_f_followup\EPIC_211889692\phase_0_folded.png","plots\k2_batch\stage_f_followup\EPIC_211889692\phase_05_secondary_check.png","plots\k2_batch\stage_f_followup\EPIC_211889692\alias_period_comparison.png","plots\k2_batch\stage_f_followup\EPIC_211889692\odd_even_zoom.png","plots\k2_batch\stage_f_followup\EPIC_211889692\validation_summary.json","2","followup_candidate_with_variability_caution","plots\k2_batch\stage_g_dossiers\EPIC_211889692\candidate_summary.md"
