"epic_id","best_period_days","stage_e_visual_label","stage_f_label","stage_f_reason","visual_label","final_candidate_status","manual_review_status","review_bin","visual_notes","reviewer","reviewed_at","primary_depth","primary_depth_snr","transit_duration_days","transit_duration_hours","radius_ratio_sqrt_depth","secondary_depth_phase_05","secondary_depth_snr","secondary_to_primary_depth_ratio","odd_depth_median","even_depth_median","odd_even_depth_ratio","odd_even_depth_delta_explicit","oot_variability_amp","oot_variability_to_depth","alias_best_period_days","alias_best_support_count","alias_best_support_ratio","half_period_support_count","double_period_support_count","alias_risk","phase_0_folded_path","phase_05_secondary_check_path","alias_period_comparison_path","odd_even_zoom_path","validation_summary_json_path"
"EPIC_211748059","17.42822978276672","visual_planet_like_candidate","stage_f_planet_like","survives secondary-eclipse, alias, odd/even, and OOT variability checks","visual_reject_low_confidence_shallow_signal","reject_low_confidence_shallow_signal","reject_low_confidence_shallow_signal","manual_reject","Weak fold, shallow depth, nominal P tied with P/2 support, not convincing enough.","OC","2026-04-30","0.0006421910457006001","5.253299547045389","0.16345404674575545","3.9228971218981306","0.025341488624400107","0.0","0.0","0.0","0.0006973992807947501","0.0005014639987165501","0.7190486318613436","0.31344640558011216","0.00018763665010611275","0.2921819781859618","8.71411489138336","6","0.42857142857142855","6","4","low","plots\k2_batch\stage_f_next10_batch2\EPIC_211748059\phase_0_folded.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211748059\phase_05_secondary_check.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211748059\alias_period_comparison.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211748059\odd_even_zoom.png","plots\k2_batch\stage_f_next10_batch2\EPIC_211748059\validation_summary.json"
