strict_rank,hybrid_v3_rank,epic_id,strict_route,strict_policy_reason,strict_promoted,strict_score_pass,hybrid_v3_strict_score,hybrid_v3_strict_fp_penalty,v3_base_score,hybrid_score_v3,training_label_v3,science_binary_v3,is_unresolved_v3,needs_stage_f_validation,flux_p_science_like,stage_d_quality_score,stage_f_quality_score,stage_f_odd_even_penalty,stage_f_oot_penalty,stage_f_secondary_penalty,stage_f_alias_penalty,best_period_days
2,2,EPIC_212001099,strict_promoted,strict_score_pass_known_science_like,True,True,0.6325817316633772,0.044997854858103356,0.6775795865214805,0.6325817316633772,planet_like,science_like,False,False,0.8128641843795776,0.6962114784793515,0.8760970094751621,0.2090292759776802,0.1364346346145133,0.0,0.0,16.325087564604473
3,3,EPIC_211534076,strict_promoted,strict_score_pass_known_science_like,True,True,0.5802518145124005,0.05900058646141237,0.6392524009738129,0.5802518145124005,candidate_like,science_like,False,False,0.6541130542755127,0.7226062005650227,0.9186451273445112,0.2858402814651838,0.161245442416348,0.0,0.0,15.221580048255191
