target_id,mission,num_segments,star_score
KIC 10907307,Kepler,213,0.3426004946231842
KIC 11805075,Kepler,213,0.34253495931625366
KIC 7047299,Kepler,275,0.34237322211265564
TIC 371579161,TESS,411,0.34225255250930786
KIC 10264202,Kepler,275,0.34212666749954224
KIC 4815612,Kepler,169,0.34189867973327637
EPIC 211471048,TESS,355,0.3418194651603699
KIC 5979863,Kepler,275,0.3417070508003235
K2-82,TESS,975,0.34165987372398376
TIC 80567842,TESS,504,0.3414607346057892
KIC 12736658,Kepler,275,0.34139484167099
KIC 8488876,Kepler,202,0.3412511944770813
KIC 10346522,Kepler,275,0.34124770760536194
EPIC 219747794,TESS,301,0.3412465453147888
EPIC 212225413,TESS,225,0.34124523401260376
TIC 190496853,TESS,1009,0.3411785066127777
TIC 165412561,TESS,770,0.34110990166664124
TIC 191146556,TESS,468,0.3411075472831726
KIC 10418797,Kepler,275,0.34105736017227173
KIC 7987749,Kepler,275,0.3409472703933716
TIC 292023054,TESS,280,0.3409026265144348
TIC 429302040,TESS,1297,0.3408086895942688
WASP-107,TESS,1297,0.3408086895942688
TIC 32677675,TESS,398,0.340742290019989
TIC 270347814,TESS,59,0.3407290577888489
TIC 376740324,TESS,545,0.3406902849674225
TIC 45034406,TESS,334,0.3405929207801819
KIC 5794240,Kepler,1008,0.34053507447242737
TIC 357416482,TESS,2768,0.3404654860496521
TIC 117799904,TESS,490,0.340332567691803
TIC 142938659,TESS,124,0.3402727544307709
KIC 4150390,Kepler,338,0.34010130167007446
EPIC 204143627,TESS,421,0.34001848101615906
KIC 4912589,Kepler,202,0.3399953842163086
KIC 12418816,Kepler,202,0.33994582295417786
KIC 7336754,Kepler,275,0.3398439288139343
TIC 314992600,TESS,646,0.33983057737350464
KIC 9850387,Kepler,202,0.3398118019104004
TIC 240823272,TESS,602,0.33972111344337463
EPIC 212821706,TESS,332,0.33965831995010376
TIC 88266880,TESS,665,0.33964747190475464
EPIC 205981465,TESS,2476,0.33958715200424194
EPIC 211914960,TESS,196,0.3395784795284271
K2-197,TESS,675,0.3395223617553711
KIC 10991989,Kepler,956,0.3395116329193115
TIC 1400770435,TESS,1266,0.33895063400268555
TIC 161687209,TESS,92,0.3388400077819824
KIC 2309585,Kepler,338,0.3387050926685333
TIC 353146308,TESS,2688,0.33864811062812805
TIC 166834768,TESS,170,0.3386372923851013
K2-157,TESS,644,0.3384760022163391
TIC 406443564,TESS,554,0.33841028809547424
TIC 294350792,TESS,499,0.33822569251060486
KIC 6045250,Kepler,275,0.33806052803993225
KIC 8574270,Kepler,275,0.3380437195301056
KIC 3735634,Kepler,275,0.3380362093448639
EPIC 212639319,TESS,660,0.3380250036716461
KIC 11228612,Kepler,275,0.3379969596862793
TIC 209935997,TESS,214,0.3377666771411896
TIC 347098457,TESS,493,0.33764520287513733
EPIC 215358983,TESS,531,0.3376270830631256
TIC 52041724,TESS,674,0.33750441670417786
KIC 10155080,Kepler,202,0.33737707138061523
TIC 156816238,TESS,414,0.33736783266067505
TIC 294090620,TESS,2822,0.3373290002346039
TIC 266441563,TESS,859,0.33729055523872375
KIC 10268809,Kepler,275,0.3371257781982422
TIC 230086768,TESS,1082,0.3370964229106903
TIC 458856474,TESS,1405,0.3370877206325531
KIC 6960446,Kepler,331,0.336792528629303
TIC 372818426,TESS,1245,0.33675673604011536
TIC 206474443,TESS,487,0.3367181718349457
K2-382,TESS,527,0.33669596910476685
TIC 125563127,TESS,689,0.33668285608291626
TIC 148523092,TESS,427,0.3366730511188507
TIC 357858008,TESS,539,0.3364848792552948
KIC 6531496,Kepler,331,0.3362070918083191
TIC 384299730,TESS,780,0.3360775411128998
KIC 2834805,Kepler,202,0.33603987097740173
TIC 24094603,TESS,254,0.33602374792099
TIC 311856080,TESS,297,0.3359663188457489
TIC 312259170,TESS,77,0.33589687943458557
TIC 298666530,TESS,1219,0.3357914984226227
TIC 470822809,TESS,481,0.33571523427963257
KIC 6516529,Kepler,275,0.33568745851516724
TIC 2041563029,TESS,467,0.33555275201797485
KIC 11391018,Kepler,1008,0.3355274200439453
TIC 418184767,TESS,371,0.3354538381099701
TIC 200803270,TESS,124,0.3353807032108307
TIC 347538174,TESS,789,0.3353452980518341
TIC 317507345,TESS,1305,0.33525553345680237
KIC 8176650,Kepler,275,0.3352430462837219
EPIC 211543616,TESS,1015,0.33522936701774597
TIC 704012376,TESS,591,0.3351958692073822
TIC 453009027,TESS,646,0.3349263072013855
KIC 8397446,Kepler,357,0.3348574638366699
TIC 457039843,TESS,260,0.334736704826355
KIC 9343862,Kepler,93,0.3346976637840271
TIC 248434716,TESS,503,0.33446893095970154
KIC 10275887,Kepler,275,0.3344365954399109
KIC 9529856,Kepler,202,0.33442115783691406
KIC 9520700,Kepler,275,0.33441561460494995
KIC 10294608,Kepler,202,0.3340158462524414
TIC 434100688,TESS,410,0.33399298787117004
TIC 129979528,TESS,4694,0.3339864909648895
TIC 233390838,TESS,1208,0.3339180052280426
KIC 8488878,Kepler,338,0.333903044462204
K2-152,TESS,643,0.333859384059906
TIC 427730490,TESS,1256,0.3338306248188019
KIC 5347784,Kepler,202,0.3337632715702057
TIC 255918903,TESS,480,0.3337549567222595
TIC 394657039,TESS,1395,0.3337536156177521
KIC 6606934,Kepler,275,0.33366698026657104
TIC 266486214,TESS,667,0.3333962857723236
TIC 317362389,TESS,694,0.33325353264808655
KIC 5437945,Kepler,275,0.3332492709159851
KIC 5437945,Kepler,275,0.3332492709159851
KIC 8738115,Kepler,336,0.3332473337650299
TIC 261192051,TESS,646,0.33322811126708984
TIC 139285736,TESS,249,0.3331456780433655
KIC 4079535,Kepler,315,0.3329891562461853
KIC 9110346,Kepler,337,0.33291754126548767
TIC 161687211,TESS,984,0.33288854360580444
TIC 178577607,TESS,597,0.3328707814216614
KIC 8191672,Kepler,3327,0.3327723443508148
EPIC 210401157,TESS,464,0.332724392414093
TIC 99330090,TESS,631,0.3323861360549927
KIC 9025922,Kepler,275,0.3321480453014374
TIC 207339000,TESS,1267,0.3321242928504944
KIC 7950644,Kepler,1101,0.33201080560684204
KIC 6591789,Kepler,275,0.331939697265625
TIC 426471754,TESS,993,0.33191055059432983
KIC 7732791,Kepler,2656,0.3318578600883484
TIC 37291237,TESS,580,0.33173999190330505
KIC 9838975,Kepler,275,0.3316269516944885
TIC 50120414,TESS,5026,0.33151835203170776
KIC 9266285,Kepler,275,0.3314136862754822
EPIC 251345848,TESS,366,0.3312308192253113
KIC 9595827,Kepler,1073,0.331017404794693
TIC 268403451,TESS,1419,0.33095696568489075
TIC 440562226,TESS,356,0.3309565484523773
EPIC 249239123,TESS,184,0.3308873772621155
KIC 5130740,Kepler,275,0.3307805061340332
TIC 91777086,TESS,219,0.3307620882987976
TIC 183532609,TESS,4372,0.33071714639663696
KIC 8231877,Kepler,275,0.33070898056030273
EPIC 228737155,TESS,455,0.33062925934791565
TIC 55390413,TESS,417,0.3306194841861725
TIC 375942197,TESS,730,0.33050233125686646
TIC 382474101,TESS,832,0.330302894115448
KIC 4928119,Kepler,315,0.33025169372558594
TIC 96885837,TESS,330,0.330217182636261
KIC 10215869,Kepler,171,0.3301841616630554
TIC 242190195,TESS,510,0.33015793561935425
KIC 5961350,Kepler,202,0.33011165261268616
KIC 5467102,Kepler,338,0.3300805389881134
TIC 452741216,TESS,676,0.33003807067871094
KIC 4914221,Kepler,202,0.3300158679485321
TIC 466966249,TESS,345,0.32984018325805664
TIC 286382849,TESS,493,0.3296215534210205
TIC 219809549,TESS,89,0.3295530676841736
EPIC 203476597,TESS,421,0.32940205931663513
TIC 470127886,TESS,1286,0.32934442162513733
TIC 149022647,TESS,671,0.3293350338935852
TIC 419878932,TESS,1013,0.32932010293006897
TIC 425817867,TESS,780,0.329224169254303
TIC 279741379,TESS,1279,0.32906830310821533
TIC 279741379,TESS,1279,0.32906830310821533
TIC 448923766,TESS,654,0.3288676142692566
K2-55,TESS,2502,0.32869333028793335
TIC 437704321,TESS,2502,0.32869333028793335
KIC 4739194,Kepler,275,0.3283407688140869
TIC 43604949,TESS,137,0.32821863889694214
TIC 347715478,TESS,1109,0.32819992303848267
TIC 167714124,TESS,181,0.32807743549346924
KIC 10799735,Kepler,1101,0.3279496729373932
TIC 457018819,TESS,140,0.3279349207878113
KIC 6063448,Kepler,275,0.32790854573249817
TIC 121625070,TESS,185,0.32781848311424255
KIC 5866104,Kepler,331,0.32767269015312195
KIC 2446623,Kepler,332,0.3275143504142761
KIC 3102000,Kepler,275,0.3274489939212799
KIC 7128918,Kepler,275,0.32728153467178345
TIC 144043410,TESS,437,0.3270968794822693
KIC 9591728,Kepler,93,0.32706061005592346
KIC 6197038,Kepler,202,0.32692214846611023
TIC 220068921,TESS,176,0.326915979385376
EPIC 211093684,TESS,936,0.3268788158893585
TIC 78441371,TESS,334,0.3268744945526123
TIC 224418572,TESS,399,0.3267572224140167
KIC 7938468,Kepler,202,0.32665953040122986
TIC 282890159,TESS,450,0.3266591429710388
TIC 144065872,TESS,2777,0.32643216848373413
KIC 8234477,Kepler,275,0.3264220058917999
TIC 210083929,TESS,1007,0.32640910148620605
TIC 197604890,TESS,488,0.32638609409332275
KIC 8526387,Kepler,338,0.32638081908226013
TIC 224635135,TESS,481,0.326291024684906
KIC 3344427,Kepler,331,0.32618051767349243
KIC 6548447,Kepler,202,0.32614389061927795
HIP 55390,TESS,2873,0.3261340856552124
TIC 295413003,TESS,497,0.32598257064819336
TIC 182405015,TESS,1428,0.32583028078079224
TIC 278968371,TESS,433,0.3258214294910431
TIC 142381532,TESS,1415,0.32575899362564087
KIC 8112013,Kepler,202,0.32575249671936035
KIC 5021174,Kepler,329,0.3256511092185974
EPIC 211906940,TESS,1241,0.32540005445480347
TIC 285592400,TESS,87,0.3253656029701233
KIC 12459731,Kepler,331,0.3252478539943695
TIC 64837857,TESS,1295,0.32513725757598877
TIC 64837857,TESS,1295,0.32513725757598877
TIC 64837857,TESS,1295,0.32513725757598877
TIC 64837857,TESS,1295,0.32513725757598877
TIC 307456716,TESS,437,0.32512566447257996
TIC 291016451,TESS,126,0.3250509798526764
K2-171,TESS,2431,0.3249084949493408
TIC 341297143,TESS,738,0.3248758018016815
TIC 158657991,TESS,242,0.324861615896225
TIC 142908390,TESS,853,0.3248552680015564
KIC 9588822,Kepler,202,0.32474836707115173
TIC 336732616,TESS,718,0.32471832633018494
KIC 5098444,Kepler,275,0.3247033953666687
KIC 4840818,Kepler,275,0.32469648122787476
TIC 14091633,TESS,1008,0.32461562752723694
KIC 9580167,Kepler,338,0.3246016800403595
KIC 3830820,Kepler,275,0.32458582520484924
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
KIC 11442793,Kepler,213,0.3245847523212433
TIC 414870287,TESS,282,0.32458439469337463
TIC 420446142,TESS,299,0.3245062232017517
TIC 6853696,TESS,600,0.32432153820991516
KIC 6046540,Kepler,1101,0.3242935240268707
KIC 9291368,Kepler,93,0.32426202297210693
TIC 407922734,TESS,1174,0.3242262303829193
TIC 61980227,TESS,346,0.3241412043571472
TIC 443658196,TESS,539,0.3239406943321228
KIC 4386047,Kepler,329,0.32392948865890503
KIC 8845026,Kepler,1101,0.32390064001083374
KIC 6936977,Kepler,275,0.3238169252872467
TIC 364431259,TESS,679,0.3237609267234802
KIC 9518558,Kepler,275,0.3236767649650574
TIC 440636649,TESS,545,0.3236730098724365
KIC 4851464,Kepler,315,0.32365843653678894
KIC 8478994,Kepler,202,0.32365289330482483
KIC 8478994,Kepler,202,0.32365289330482483
KIC 8478994,Kepler,202,0.32365289330482483
KIC 8478994,Kepler,202,0.32365289330482483
KIC 8240861,Kepler,93,0.3236019015312195
EPIC 212579164,TESS,265,0.32356542348861694
KIC 9166862,Kepler,275,0.32348209619522095
KIC 5018787,Kepler,275,0.3234533369541168
TIC 60446303,TESS,353,0.32332441210746765
KIC 5036516,Kepler,82,0.32319656014442444
TIC 302766000,TESS,551,0.3230629861354828
K2-277,TESS,2755,0.3227806091308594
TIC 404421005,TESS,2755,0.3227806091308594
TIC 160347548,TESS,460,0.32270246744155884
EPIC 211540348,TESS,399,0.3226240575313568
KIC 11449844,Kepler,2530,0.32261937856674194
KIC 6690171,Kepler,338,0.32250431180000305
TIC 300038935,TESS,1276,0.3224686086177826
TIC 314338017,TESS,637,0.3224468529224396
KIC 9963461,Kepler,332,0.3222442865371704
TIC 122418622,TESS,626,0.32215219736099243
EPIC 211685045,TESS,1004,0.32199832797050476
TIC 231937828,TESS,458,0.32186728715896606
KIC 6058896,Kepler,275,0.32183152437210083
KIC 9410930,Kepler,1101,0.3217058777809143
KIC 11656302,Kepler,275,0.32167428731918335
TIC 335630746,TESS,2235,0.3215904235839844
TIC 61687533,TESS,597,0.3215845227241516
TIC 354619337,TESS,4475,0.32154184579849243
EPIC 211607804,TESS,251,0.321380078792572
TIC 344855300,TESS,493,0.3213539123535156
TIC 292152376,TESS,2971,0.32134029269218445
TIC 380619414,TESS,2717,0.32129988074302673
WASP-85 A,TESS,2717,0.32129988074302673
TIC 349891396,TESS,766,0.3212983012199402
KIC 10337258,Kepler,202,0.3212786614894867
KIC 7750740,Kepler,275,0.32126301527023315
KIC 5986270,Kepler,202,0.32109108567237854
TIC 92363023,TESS,171,0.3210044503211975
TIC 245349211,TESS,336,0.32100382447242737
TIC 39077574,TESS,413,0.3208964765071869
TIC 317089770,TESS,178,0.32080957293510437
KIC 6185717,Kepler,275,0.3207271695137024
KIC 9049550,Kepler,67,0.3207184374332428
KIC 9549471,Kepler,275,0.32069432735443115
KIC 11906217,Kepler,213,0.3205864727497101
EPIC 212601505,TESS,195,0.32043084502220154
TIC 312345863,TESS,824,0.3200858235359192
TIC 172376068,TESS,241,0.3200485110282898
KIC 9479460,Kepler,93,0.31996670365333557
TIC 217838717,TESS,832,0.31983742117881775
TIC 25375553,TESS,1243,0.31961625814437866
TIC 67646988,TESS,733,0.3196077048778534
TIC 50211272,TESS,854,0.31950995326042175
KIC 8742270,Kepler,275,0.31938886642456055
TIC 45881495,TESS,869,0.3193025290966034
TIC 284859630,TESS,183,0.3192122280597687
TIC 311239796,TESS,586,0.31890061497688293
KIC 8504570,Kepler,202,0.3188930153846741
TIC 241326434,TESS,1148,0.31884223222732544
KIC 6531485,Kepler,275,0.3187927305698395
TIC 124174267,TESS,644,0.31877344846725464
TIC 189013222,TESS,514,0.3187214732170105
TIC 276922692,TESS,140,0.3187207281589508
EPIC 212019055,TESS,249,0.318491667509079
TIC 298495970,TESS,574,0.3184877038002014
TIC 128790976,TESS,2882,0.31848013401031494
KIC 8453211,Kepler,275,0.3184642493724823
KIC 8559589,Kepler,275,0.318428099155426
TIC 134537478,TESS,4794,0.3183632493019104
KIC 7129465,Kepler,275,0.31831473112106323
TIC 131979339,TESS,2843,0.3182108998298645
TIC 162362398,TESS,1238,0.31818780303001404
KIC 11825057,Kepler,329,0.31812584400177
TIC 95234976,TESS,1288,0.318032443523407
TIC 267694283,TESS,723,0.3180065155029297
KIC 4149684,Kepler,332,0.31799858808517456
TIC 144970275,TESS,320,0.31785693764686584
KIC 4681152,Kepler,202,0.31783467531204224
TIC 291147951,TESS,481,0.31770363450050354
KIC 5080652,Kepler,275,0.3175244927406311
TIC 88641387,TESS,442,0.3174322843551636
KIC 10383696,Kepler,331,0.3173850178718567
EPIC 206344313,TESS,594,0.31727761030197144
KIC 4678875,Kepler,275,0.31725817918777466
KIC 7695093,Kepler,275,0.3172333836555481
KIC 8088354,Kepler,263,0.3169374465942383
KIC 8737796,Kepler,202,0.31688055396080017
TIC 127530399,TESS,3172,0.316804975271225
TIC 127530399,TESS,3172,0.316804975271225
KIC 9366989,Kepler,275,0.3167746961116791
KIC 11198723,Kepler,275,0.3167637884616852
TIC 289539327,TESS,1405,0.31669753789901733
KIC 11967004,Kepler,275,0.3165651261806488
KIC 3542573,Kepler,202,0.3165508210659027
KIC 5688910,Kepler,264,0.31653687357902527
TIC 409009431,TESS,659,0.3164622187614441
TIC 406106335,TESS,693,0.3163984417915344
TIC 454224694,TESS,476,0.3163274824619293
TIC 274367763,TESS,670,0.31625670194625854
TIC 153197346,TESS,76,0.3162432610988617
TIC 310497279,TESS,491,0.3162077069282532
KIC 3241344,Kepler,275,0.31619131565093994
KIC 5802470,Kepler,275,0.3160415291786194
KIC 5356593,Kepler,1074,0.3158777356147766
TIC 158623531,TESS,1227,0.3157780170440674
KIC 4069213,Kepler,202,0.315716028213501
TIC 360816293,TESS,433,0.3157023787498474
KIC 7679812,Kepler,275,0.31570032238960266
TIC 260304296,TESS,1321,0.3156946003437042
KIC 7975727,Kepler,275,0.3156706690788269
TIC 371573539,TESS,1133,0.3155945837497711
TIC 449197624,TESS,183,0.31556564569473267
KIC 6359798,Kepler,202,0.3154994249343872
KIC 6706287,Kepler,275,0.3153661787509918
KIC 6922244,Kepler,3327,0.3152956962585449
TIC 160023,TESS,612,0.3152683973312378
TIC 102195674,TESS,1310,0.3152429163455963
KIC 4649440,Kepler,275,0.315241277217865
EPIC 202071289,TESS,1240,0.315238893032074
TIC 143032776,TESS,833,0.31499794125556946
KIC 3644523,Kepler,338,0.31491631269454956
KIC 11027624,Kepler,202,0.3148808479309082
KIC 7622486,Kepler,275,0.3145621120929718
TIC 405532603,TESS,925,0.31445762515068054
K2-228,TESS,1747,0.31440240144729614
KIC 8016214,Kepler,275,0.3143589496612549
K2-389,TESS,837,0.3143523633480072
KIC 11858541,Kepler,275,0.314198762178421
KIC 6044064,Kepler,275,0.31419214606285095
TIC 441420236,TESS,4539,0.3141458034515381
TIC 124322274,TESS,390,0.31405216455459595
TIC 63082902,TESS,250,0.3140289783477783
KIC 9024857,Kepler,275,0.3139771819114685
KIC 7431665,Kepler,202,0.31391963362693787
TIC 88929544,TESS,403,0.3138797879219055
TIC 459728249,TESS,333,0.31380876898765564
K2-68,TESS,2466,0.3137563169002533
TIC 175476629,TESS,176,0.31373870372772217
TIC 280437559,TESS,441,0.31366318464279175
TIC 233855268,TESS,359,0.3134397566318512
TIC 430099722,TESS,739,0.3134356141090393
KIC 5649836,Kepler,329,0.3134286403656006
TIC 204496071,TESS,896,0.3133358955383301
TIC 293743169,TESS,811,0.3132797181606293
TIC 26547036,TESS,1229,0.3132322132587433
KIC 3542574,Kepler,331,0.31314682960510254
TIC 219707850,TESS,390,0.31312689185142517
TIC 324422520,TESS,348,0.3130439519882202
KIC 5435816,Kepler,332,0.313035786151886
TIC 405837291,TESS,334,0.312974214553833
EPIC 248775938,TESS,744,0.312873512506485
KIC 7199397,Kepler,3479,0.3128054440021515
TIC 25472026,TESS,774,0.31279605627059937
TIC 456783397,TESS,766,0.3127079904079437
KIC 10616571,Kepler,275,0.31269583106040955
TIC 285233023,TESS,423,0.31263822317123413
TIC 296354161,TESS,688,0.31258612871170044
TIC 1129033,TESS,2574,0.31255581974983215
KIC 6470521,Kepler,275,0.31243279576301575
TIC 298049015,TESS,582,0.3123968541622162
KIC 10960995,Kepler,338,0.3122650980949402
TIC 168936945,TESS,253,0.31218022108078003
TIC 31975443,TESS,964,0.3120919466018677
KIC 3937519,Kepler,275,0.31207236647605896
KIC 3937519,Kepler,275,0.31207236647605896
TIC 439381274,TESS,554,0.3119574189186096
KIC 12023089,Kepler,338,0.31186777353286743
TIC 334798754,TESS,88,0.31185200810432434
TIC 387342052,TESS,871,0.31184083223342896
TIC 159893748,TESS,234,0.3118346035480499
EPIC 251584580,K2,178,0.3117199242115021
KIC 5478083,Kepler,331,0.31157684326171875
TIC 233964924,TESS,650,0.3115517497062683
TIC 142171554,TESS,671,0.31128671765327454
TIC 332534326,TESS,178,0.3112768530845642
KIC 8288719,Kepler,202,0.3112486004829407
EPIC 202060800,TESS,953,0.3112122416496277
TIC 435336785,TESS,4342,0.311197966337204
KIC 6786037,Kepler,275,0.3110587000846863
KIC 6786037,Kepler,275,0.3110587000846863
KIC 6786037,Kepler,275,0.3110587000846863
KIC 7971389,Kepler,275,0.3110441565513611
KIC 8096395,Kepler,202,0.31094083189964294
EPIC 211631904,TESS,399,0.31092140078544617
KIC 6781535,Kepler,275,0.31089574098587036
TIC 162130054,TESS,771,0.31085917353630066
EPIC 211309648,TESS,581,0.3108527660369873
TIC 458686969,TESS,581,0.3108527660369873
TIC 235902467,TESS,1329,0.3107936680316925
KIC 5903749,Kepler,275,0.31075483560562134
KIC 5467113,Kepler,329,0.31065964698791504
TIC 369861731,TESS,425,0.31059789657592773
TIC 170367033,TESS,127,0.3105919063091278
TIC 158381418,TESS,538,0.31055769324302673
TIC 269217040,TESS,2432,0.3105179965496063
KIC 9881258,Kepler,202,0.31046831607818604
KIC 6677267,Kepler,202,0.31042876839637756
TIC 398725538,TESS,1136,0.3103998303413391
TIC 86419190,TESS,123,0.31029167771339417
TIC 200435203,TESS,180,0.3102888762950897
EPIC 212060710,K2,252,0.31019800901412964
TIC 389070884,TESS,1326,0.3101273477077484
TIC 16884216,TESS,1475,0.3099219799041748
TIC 43647325,TESS,2768,0.30987805128097534
EPIC 206049452,TESS,509,0.3096713125705719
TIC 277987172,TESS,467,0.3096288740634918
KIC 8494263,Kepler,338,0.3096173405647278
TIC 238279960,TESS,553,0.309599906206131
TIC 238279960,TESS,553,0.309599906206131
TIC 295947393,TESS,2221,0.3095707297325134
TIC 469212332,TESS,1398,0.309438556432724
TIC 408317165,TESS,72,0.3091912865638733
KIC 8094140,Kepler,275,0.30914902687072754
TIC 289441015,TESS,353,0.30907320976257324
TIC 100100827,TESS,4559,0.3090680241584778
TIC 255998336,TESS,140,0.3090360760688782
KIC 4947726,Kepler,275,0.3090139329433441
KIC 7622072,Kepler,275,0.308946430683136
KIC 12643582,Kepler,331,0.3088807165622711
KIC 9784230,Kepler,327,0.30887630581855774
KIC 7032568,Kepler,275,0.3088446259498596
TIC 396556650,TESS,878,0.30871230363845825
EPIC 201626686,TESS,1008,0.3087077736854553
TIC 112099249,TESS,588,0.30865490436553955
TIC 467615239,TESS,130,0.3086259365081787
TIC 44764338,TESS,4845,0.3085680305957794
KIC 8012732,Kepler,332,0.30855196714401245
KIC 10259029,Kepler,331,0.3085162043571472
EPIC 211321953,TESS,219,0.3085119128227234
KIC 6205460,Kepler,202,0.30846014618873596
TIC 67535663,TESS,117,0.3084523379802704
TIC 424435940,TESS,1400,0.30832797288894653
TIC 350064389,TESS,365,0.3083136975765228
TIC 251090642,TESS,665,0.3082417845726013
TIC 440624788,TESS,577,0.30822378396987915
KIC 6620003,Kepler,275,0.30820155143737793
KIC 6665223,Kepler,275,0.30817633867263794
EPIC 211721325,K2,253,0.3080742359161377
TIC 171922657,TESS,490,0.3080143332481384
TIC 81247740,TESS,289,0.3080042898654938
TIC 286857537,TESS,282,0.3079903721809387
TIC 62867537,TESS,353,0.30797141790390015
EPIC 211626490,TESS,253,0.3078479766845703
TIC 316038054,TESS,1264,0.30755242705345154
TIC 381468938,TESS,636,0.30754774808883667
KIC 9221398,Kepler,202,0.30748993158340454
KIC 4940201,Kepler,275,0.30743515491485596
KIC 6551106,Kepler,275,0.307405024766922
KIC 5621294,Kepler,202,0.30738595128059387
KIC 7919653,Kepler,275,0.307253897190094
TIC 311035838,TESS,1072,0.3072349727153778
KIC 7936194,Kepler,202,0.30717071890830994
KIC 9957659,Kepler,329,0.30703362822532654
KIC 11401845,Kepler,156,0.30703043937683105
KIC 9025914,Kepler,331,0.30694499611854553
TIC 313922260,TESS,411,0.3068934679031372
KIC 6061119,Kepler,275,0.3068639636039734
KIC 3337351,Kepler,275,0.3068615198135376
TIC 267572272,TESS,1351,0.30682724714279175
KIC 3851193,Kepler,275,0.30678924918174744
EPIC 212181460,K2,209,0.30665865540504456
KIC 6849046,Kepler,1101,0.30662664771080017
KIC 5982368,Kepler,338,0.3065153956413269
KIC 3530668,Kepler,332,0.3064320981502533
KIC 9592850,Kepler,256,0.3064231872558594
TIC 85113291,TESS,592,0.30639809370040894
EPIC 212060895,K2,208,0.3063275218009949
KIC 7906882,Kepler,275,0.3063103258609772
EPIC 212010565,K2,205,0.3062613606452942
KIC 7125636,Kepler,275,0.30625447630882263
KIC 11506938,Kepler,202,0.3061085045337677
TIC 293708935,TESS,578,0.3059747517108917
EPIC 247226616,TESS,335,0.30596819519996643
TIC 464544047,TESS,498,0.3059679865837097
EPIC 212772113,TESS,195,0.3059670925140381
TIC 156512187,TESS,190,0.30590611696243286
KIC 11817750,Kepler,202,0.3058403432369232
EPIC 212020442,TESS,253,0.30583781003952026
KIC 9449320,Kepler,338,0.30581343173980713
TIC 193782529,TESS,880,0.30570363998413086
KIC 6307521,Kepler,275,0.3056548237800598
TIC 318054782,TESS,131,0.3055662214756012
TIC 97700520,TESS,4817,0.30553948879241943
KIC 5090690,Kepler,202,0.3055287003517151
TIC 73448352,TESS,851,0.3054942786693573
KIC 3102024,Kepler,202,0.30548837780952454
TIC 257052211,TESS,78,0.3054274916648865
KIC 4670267,Kepler,275,0.3054162859916687
KIC 10486425,Kepler,282,0.30530601739883423
KIC 4150804,Kepler,202,0.3052919805049896
TIC 61205803,TESS,890,0.30515816807746887
KIC 10464078,Kepler,275,0.30509889125823975
TIC 57694405,TESS,673,0.30503690242767334
TIC 349790953,TESS,1196,0.305014044046402
KIC 8621353,Kepler,331,0.30491918325424194
KIC 5529643,Kepler,275,0.3048945665359497
TIC 219345200,TESS,1282,0.30488643050193787
TIC 196389062,TESS,666,0.30487972497940063
TIC 7904580,TESS,790,0.3048570454120636
TIC 438329568,TESS,446,0.30482518672943115
TIC 141776043,TESS,493,0.3047543466091156
TIC 334757798,TESS,666,0.3047541677951813
TIC 438629686,TESS,177,0.304709255695343
TIC 350268913,TESS,436,0.30469775199890137
TIC 79431527,TESS,409,0.30462008714675903
TIC 469782185,TESS,656,0.304615318775177
KIC 5972334,Kepler,1101,0.3045687675476074
KIC 5972334,Kepler,1101,0.3045687675476074
KIC 5972334,Kepler,1101,0.3045687675476074
KIC 5972334,Kepler,1101,0.3045687675476074
TIC 209707800,TESS,659,0.3045674264431
KIC 9971475,Kepler,202,0.30455654859542847
KIC 8565912,Kepler,93,0.3044777810573578
TIC 32487566,TESS,2154,0.30445578694343567
TIC 456367532,TESS,656,0.3044188618659973
TIC 385624852,TESS,5852,0.30438122153282166
KIC 5130380,Kepler,331,0.3043457567691803
KIC 6066379,Kepler,331,0.3042132258415222
TIC 125695940,TESS,281,0.3041435778141022
TIC 141275395,TESS,365,0.30408212542533875
TIC 305478010,TESS,625,0.30403536558151245
TIC 318746829,TESS,413,0.3039989769458771
TIC 40093986,TESS,190,0.30398690700531006
TIC 178215634,TESS,124,0.30396944284439087
TIC 60491424,TESS,624,0.3039669990539551
EPIC 210935498,TESS,983,0.30394554138183594
KIC 11234677,Kepler,202,0.3038163483142853
KIC 6356207,Kepler,338,0.3037930130958557
TIC 444159424,TESS,411,0.303786039352417
TIC 209923610,TESS,658,0.30372393131256104
KIC 2437209,Kepler,278,0.3037075996398926
TIC 167418903,TESS,2527,0.30368518829345703
TIC 317290270,TESS,238,0.3036310076713562
TIC 167631701,TESS,353,0.3032909631729126
TIC 160708862,TESS,2884,0.30322137475013733
EPIC 216050437,TESS,528,0.3032200336456299
TIC 259415341,TESS,353,0.3032095432281494
TIC 289313987,TESS,713,0.3031701445579529
TIC 177494632,TESS,469,0.3031342327594757
TIC 243464977,TESS,730,0.30293008685112
TIC 199688472,TESS,1264,0.3028470277786255
KIC 7972785,Kepler,1101,0.3028095066547394
KIC 3834360,Kepler,1074,0.3027658760547638
KIC 5817685,Kepler,275,0.30276376008987427
