epic_id,training_label_v3,science_binary_v3,training_label_rule,final_candidate_status,review_bin,source_batch,best_period_days,stage_f_label,stage_h_label,visual_label,reviewer,reviewed_at,model_score,model_score_top3_mean,model_score_top10_mean,model_score_mean,model_score_median,flux_num_segments_x,best_segment_start,best_segment_end,best_segment_mid_time,best_segment_raw_score,target_science_like,binary_eval_included,rank_by_model_score,flux_p_science_like,flux_p_top3_mean,flux_p_top10_mean,flux_num_segments_y,flux_best_segment_start,flux_best_segment_end,flux_best_segment_mid_time,score_minus_existing_flux_p_science_like,abs_score_delta_vs_existing_flux,pred_at_clean_shortlist_threshold,pred_at_best_f1_threshold,correct_at_clean_shortlist_threshold,correct_at_best_f1_threshold,notes_reason
EPIC_211530033,noise_or_artifact,not_science_like,final_candidate_status:reject_manual_false_positive,reject_manual_false_positive,manual_false_positive_stage_f_review,stage_f_hybrid_v2_reviewed,15.50762230141845,stage_f_hold,,visual_reject_after_stage_f_review,,2026-05-04,0.6364273428916931,0.6301928957303365,0.603012990951538,0.5877109353358929,0.592116117477417,13,1024,1536,2332.8141939560155,0.6364273428916931,0,True,32,0.6364273428916931,0.6301928957303365,0.603012990951538,13,1024,1536,2332.8141939560155,0.0,0.0,False,True,correct,incorrect,training_label_rule=final_candidate_status:reject_manual_false_positive; final_candidate_status=reject_manual_false_positive; review_bin=manual_false_positive_stage_f_review; source_batch=stage_f_hybrid_v2_reviewed; stage_f_label=stage_f_hold; visual_label=visual_reject_after_stage_f_review
EPIC_211910082,noise_or_artifact,not_science_like,final_candidate_status:reject_manual_false_positive,reject_manual_false_positive,manual_false_positive_stage_f_review,stage_f_hybrid_v2_reviewed,19.798300977400004,stage_f_hold,,visual_reject_after_stage_f_review,,2026-05-04,0.6361042261123657,0.6265238126118978,0.589812284708023,0.5609402014659002,0.5664068460464478,13,512,1024,2322.3535499868703,0.6361042261123657,0,True,33,0.6361042261123657,0.6265238126118978,0.589812284708023,13,512,1024,2322.3535499868703,0.0,0.0,False,True,correct,incorrect,training_label_rule=final_candidate_status:reject_manual_false_positive; final_candidate_status=reject_manual_false_positive; review_bin=manual_false_positive_stage_f_review; source_batch=stage_f_hybrid_v2_reviewed; stage_f_label=stage_f_hold; visual_label=visual_reject_after_stage_f_review
EPIC_211631955,uncertain_hold,unresolved,manual_stage_f_label:hold_deeper_eval,hold_deeper_eval,manual_stage_f_v3_review,batch3,17.15240334661553,stage_f_reject,,hold_deeper_eval,OC,2026-05-04,0.6326863169670105,0.5984025200208029,0.45931186676025393,0.426416087609071,0.40070685744285583,13,3072,3584,2374.719969506612,0.6326863169670105,0,False,34,0.6326863169670105,0.5984025200208029,0.4593118667602539,13,3072,3584,2374.719969506612,0.0,0.0,False,True,excluded,excluded,training_label_rule=manual_stage_f_label:hold_deeper_eval; final_candidate_status=hold_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch3; stage_f_label=stage_f_reject; visual_label=hold_deeper_eval
EPIC_211988531,uncertain_hold,not_science_like,final_candidate_status:secondary_hold,secondary_hold,secondary_hold,stage_f_next10_batch2_manual_review,14.496263978912111,stage_f_planet_like,,visual_secondary_hold,OC,2026-04-30,0.6275991201400757,0.6090643803278605,0.5480101257562637,0.5255604798977191,0.4941665232181549,13,0,512,2311.8310897774136,0.6275991201400757,0,True,35,0.6275991201400757,0.6090643803278605,0.5480101257562637,13,0,512,2311.8310897774136,0.0,0.0,False,True,correct,incorrect,training_label_rule=final_candidate_status:secondary_hold; final_candidate_status=secondary_hold; review_bin=secondary_hold; source_batch=stage_f_next10_batch2_manual_review; stage_f_label=stage_f_planet_like; visual_label=visual_secondary_hold
EPIC_211404127,candidate_like,science_like,manual_stage_f_label:promote_to_deeper_eval,promote_to_deeper_eval,manual_stage_f_v3_review,batch2,18.613248512338032,stage_f_planet_like,,promote_to_deeper_eval,OC,2026-05-04,0.626497745513916,0.615492026011149,0.5856147706508636,0.5754268994698157,0.5685005187988281,13,768,1280,2327.584354993047,0.626497745513916,1,True,36,0.626497745513916,0.615492026011149,0.5856147706508636,13,768,1280,2327.584354993047,0.0,0.0,False,True,incorrect,correct,training_label_rule=manual_stage_f_label:promote_to_deeper_eval; final_candidate_status=promote_to_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch2; stage_f_label=stage_f_planet_like; visual_label=promote_to_deeper_eval
EPIC_211306307,noise_or_artifact,not_science_like,manual_stage_f_label:reject_as_noise_or_artifact,reject_as_noise_or_artifact,manual_stage_f_v3_review,batch4,14.91521162303252,stage_f_hold,,reject_as_noise_or_artifact,OC,2026-05-05,0.6227284073829651,0.6047624349594116,0.5413469970226288,0.5095583338003892,0.5136302709579468,13,3072,3584,2374.720125816126,0.6227284073829651,0,True,37,0.6227284073829651,0.6047624349594116,0.5413469970226288,13,3072,3584,2374.720125816126,0.0,0.0,False,True,correct,incorrect,training_label_rule=manual_stage_f_label:reject_as_noise_or_artifact; final_candidate_status=reject_as_noise_or_artifact; review_bin=manual_stage_f_v3_review; source_batch=batch4; stage_f_label=stage_f_hold; visual_label=reject_as_noise_or_artifact
EPIC_211955365,low_priority_negative,not_science_like,final_candidate_status:deprioritize_after_manual_visual_review,deprioritize_after_manual_visual_review,deprioritized_after_manual_visual_review,stage_f_next10_batch2_manual_review,13.515559290237206,stage_f_reject,,visual_deprioritize_after_manual_review,OC,2026-04-30,0.6209514737129211,0.6060840884844462,0.5684638679027557,0.5433388375318967,0.5459425449371338,13,512,1024,2322.3533197122415,0.6209514737129211,0,True,38,0.6209514737129211,0.6060840884844462,0.5684638679027557,13,512,1024,2322.353319712241,0.0,0.0,False,True,correct,incorrect,training_label_rule=final_candidate_status:deprioritize_after_manual_visual_review; final_candidate_status=deprioritize_after_manual_visual_review; review_bin=deprioritized_after_manual_visual_review; source_batch=stage_f_next10_batch2_manual_review; stage_f_label=stage_f_reject; visual_label=visual_deprioritize_after_manual_review
EPIC_211525754,noise_or_artifact,not_science_like,final_candidate_status:reject_manual_false_positive,reject_manual_false_positive,manual_false_positive_visual_review,stage_f_next10_batch1,13.198848621046864,stage_f_planet_like,,visual_reject_after_manual_review,OC,2026-04-30,0.6139881610870361,0.5995702544848124,0.5489794880151748,0.506866244169382,0.5414849519729614,13,0,512,2311.8317005818317,0.6139881610870361,0,True,39,0.6139881610870361,0.5995702544848124,0.5489794880151748,13,0,512,2311.831700581832,0.0,0.0,False,True,correct,incorrect,training_label_rule=final_candidate_status:reject_manual_false_positive; final_candidate_status=reject_manual_false_positive; review_bin=manual_false_positive_visual_review; source_batch=stage_f_next10_batch1; stage_f_label=stage_f_planet_like; visual_label=visual_reject_after_manual_review
EPIC_211821200,uncertain_hold,unresolved,manual_stage_f_label:hold_deeper_eval,hold_deeper_eval,manual_stage_f_v3_review,batch3,16.794808524282416,stage_f_hold,,hold_deeper_eval,OC,2026-05-04,0.5946117639541626,0.5861242612202963,0.5268163591623306,0.4997728444062747,0.4777308702468872,13,768,1280,2327.584138443901,0.5946117639541626,0,False,40,0.5946117639541626,0.5861242612202963,0.5268163591623306,13,768,1280,2327.584138443901,0.0,0.0,False,False,excluded,excluded,training_label_rule=manual_stage_f_label:hold_deeper_eval; final_candidate_status=hold_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch3; stage_f_label=stage_f_hold; visual_label=hold_deeper_eval
EPIC_211813858,low_priority_negative,not_science_like,final_candidate_status:deprioritize_after_manual_visual_review,deprioritize_after_manual_visual_review,deprioritized_after_manual_visual_review,stage_f_next10_batch2_manual_review,14.53720362356762,stage_f_reject,,visual_deprioritize_after_manual_review,OC,2026-04-30,0.5686697959899902,0.4659824073314667,0.3646062970161438,0.33477617570987117,0.3278075158596039,13,256,768,2317.122608021673,0.5686697959899902,0,True,41,0.5686697959899902,0.4659824073314667,0.3646062970161438,13,256,768,2317.122608021673,0.0,0.0,False,False,correct,correct,training_label_rule=final_candidate_status:deprioritize_after_manual_visual_review; final_candidate_status=deprioritize_after_manual_visual_review; review_bin=deprioritized_after_manual_visual_review; source_batch=stage_f_next10_batch2_manual_review; stage_f_label=stage_f_reject; visual_label=visual_deprioritize_after_manual_review
EPIC_211409604,uncertain_hold,unresolved,manual_stage_f_label:hold_deeper_eval,hold_deeper_eval,manual_stage_f_v3_review,batch4,16.284045151696773,stage_f_hold,,hold_deeper_eval,OC,2026-05-05,0.5682498216629028,0.5487634936968485,0.4615509420633316,0.4369540031139667,0.42346471548080444,13,2816,3328,2369.4899770134325,0.5682498216629028,0,False,42,0.5682498216629028,0.5487634936968485,0.4615509420633316,13,2816,3328,2369.4899770134325,0.0,0.0,False,False,excluded,excluded,training_label_rule=manual_stage_f_label:hold_deeper_eval; final_candidate_status=hold_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch4; stage_f_label=stage_f_hold; visual_label=hold_deeper_eval
EPIC_211562803,uncertain_hold,unresolved,manual_stage_f_label:hold_deeper_eval,hold_deeper_eval,manual_stage_f_v3_review,batch3,12.40209570488514,stage_f_planet_like,,hold_deeper_eval,OC,2026-05-04,0.5512091517448425,0.5318184097607931,0.4882980763912201,0.4536362405006702,0.4798639118671417,13,2816,3328,2369.4902545458863,0.5512091517448425,0,False,43,0.5512091517448425,0.5318184097607931,0.4882980763912201,13,2816,3328,2369.4902545458863,0.0,0.0,False,False,excluded,excluded,training_label_rule=manual_stage_f_label:hold_deeper_eval; final_candidate_status=hold_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch3; stage_f_label=stage_f_planet_like; visual_label=hold_deeper_eval
EPIC_211791780,uncertain_hold,unresolved,manual_stage_f_label:hold_deeper_eval,hold_deeper_eval,manual_stage_f_v3_review,batch3,18.00028949379339,stage_f_planet_like,,hold_deeper_eval,OC,2026-05-04,0.5116586685180664,0.4996993641058604,0.4266692727804184,0.4032174853178171,0.38892289996147156,13,256,768,2317.1230111163604,0.5116586685180664,0,False,44,0.5116586685180664,0.4996993641058604,0.4266692727804184,13,256,768,2317.1230111163604,0.0,0.0,False,False,excluded,excluded,training_label_rule=manual_stage_f_label:hold_deeper_eval; final_candidate_status=hold_deeper_eval; review_bin=manual_stage_f_v3_review; source_batch=batch3; stage_f_label=stage_f_planet_like; visual_label=hold_deeper_eval
EPIC_211555255,noise_or_artifact,not_science_like,final_candidate_status:reject_manual_false_positive,reject_manual_false_positive,manual_false_positive_noise_or_variability,stage_f_next10_batch1,9.929781530910986,stage_f_planet_like,,visual_reject_noise_or_variability,OC,2026-04-30,0.4000849425792694,0.38786710302035016,0.3481041669845581,0.32851111315763915,0.3286181092262268,13,256,768,2317.1236584120925,0.4000849425792694,0,True,45,0.4000849425792694,0.3878671030203501,0.3481041669845581,13,256,768,2317.1236584120925,0.0,0.0,False,False,correct,correct,training_label_rule=final_candidate_status:reject_manual_false_positive; final_candidate_status=reject_manual_false_positive; review_bin=manual_false_positive_noise_or_variability; source_batch=stage_f_next10_batch1; stage_f_label=stage_f_planet_like; visual_label=visual_reject_noise_or_variability
