hybrid_v3_rank,hybrid_rank,epic_id,candidate_score,needs_stage_f_validation,hybrid_v2_policy_note,flux_p_science_like,flux_recall_filter_pass,stage_d_quality_score,stage_f_quality_score,stage_f_available,false_positive_penalty,manual_label_penalty,stage_d_label,stage_f_conservative_label,best_period_days,period_support_count,event_family_count,folded_depth_consistency,duration_consistency,odd_even_depth_delta,primary_depth_snr,secondary_to_primary_depth_ratio,odd_even_depth_delta_explicit,oot_variability_to_depth,alias_best_support_ratio,stage_f_odd_even_penalty,stage_f_secondary_penalty,stage_f_oot_penalty,stage_f_alias_penalty,flux_num_segments,flux_p_top3_mean,flux_p_top10_mean,flux_best_segment_start,flux_best_segment_end,flux_best_segment_mid_time,events_csv,stage_f_source_csv,promote_tier,n_events_long_good,n_events_ge_10_cadences,max_shape_score,spike_fraction_2cadence,depth_ratio,stage_r_reason,events_csv_available,n_events_raw,n_events_after_filters,period_search_reason,cluster_center_phase,n_predicted,n_covered,coverage_rate,hit_rate_snr,hit_rate_shape,soft_hit_rate,cache_hits,cache_misses,downloads_done,validations_run,stage_d_reason,stage_f_best_quality_score,stage_f_rows,secondary_depth_snr,stage_f_quality_score_raw,stage_d_positive_score,stage_d_spike_clean,stage_d_odd_even_clean,stage_d_odd_even_penalty,training_label_v3,science_binary_v3,stage_f_label,primary_depth_snr_stage_f_hybrid_v2,secondary_to_primary_depth_ratio_stage_f_hybrid_v2,secondary_depth_snr_stage_f_hybrid_v2,odd_even_depth_delta_explicit_stage_f_hybrid_v2,oot_variability_to_depth_stage_f_hybrid_v2,alias_best_support_ratio_stage_f_hybrid_v2,stage_f_quality_score_override,stage_f_odd_even_penalty_override,stage_f_secondary_penalty_override,stage_f_oot_penalty_override,stage_f_alias_penalty_override,is_labeled_v3,is_unresolved_v3,is_tuning_row_v3,actual_science_like_v3,v3_base_score,hybrid_score_v3,hybrid_v3_false_positive_penalty,hybrid_v3_candidate_pass
21,9,EPIC_211889692,0.5568733759907107,False,,0.6479401588439941,True,0.9103772815812514,0.65,True,0.4,0.0,pass_deeper_eval,stage_f_planet_like,17.673423499920546,21,5,0.8911991813361217,0.7916666666666667,0.0507731386905771,32.91362501436644,0.0,0.5521356662214799,2.25163102155132,0.238095238095238,1.0,0.0,1.0,0.0,13,0.6354987621307373,0.5993576586246491,2560,3072,2364.2583974767117,plots\k2_batch\epics\EPIC_211889692\events.csv,k2_stage_f_followup_validation.csv,Tier_A,15,20,0.8757310614371051,0.0384615384615384,15.30623744286524,promote: 15 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.038,True,26,26,validated,0.1721261016740966,4,4,1.0,1.0,0.75,1.0,1,0,0,3,period_support_count=21; depth_consistency=0.891; duration_consistency=0.792; validated cache-light-curve support,0.65,1.0,,0.65,0.9139104346776404,0.8901098901098903,0.8984537226188458,0.1015462773811542,planet_like,science_like,,,,,,,,,,,,,True,False,True,True,0.6168733759907108,0.3668733759907108,0.25,False
22,21,EPIC_211554121,0.4616203838007099,False,,0.6750602722167969,True,0.597343576267107,0.6273422083277186,True,0.5388143841591687,1.0,pass_deeper_eval,stage_f_hold,14.057024791287404,15,6,0.8604473744226185,0.6666666666666666,0.4889995714486745,5.781808652692599,0.0,1.384633697151172,0.7646042684352079,0.3333333333333333,1.0,0.0,0.3823021342176039,0.0,13,0.6490737199783325,0.5820027351379394,1280,1792,2338.044935005535,plots\k2_batch\epics\EPIC_211554121\events.csv,k2_stage_f_next10_validation.csv,Tier_A,4,13,0.7901124721058373,0.25,12.841198712687312,promote: 4 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.250,True,32,32,validated,0.4773783587839234,5,5,1.0,0.6,0.6,0.6,1,0,0,3,period_support_count=15; depth_consistency=0.860; duration_consistency=0.667; validated cache-light-curve support,0.6273422083277186,1.0,0.0,0.6273422083277186,0.6946941626994912,0.2857142857142857,0.0220008571026509,0.977999142897349,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.5424425414245853,0.35421232800282487,0.18823021342176038,False
23,23,EPIC_211833851,0.4548019358682452,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.7019983530044556,True,0.6164272422704219,0.5841881453810841,False,0.0500286550061318,0.0,pass_deeper_eval,,18.61323452599368,9,6,0.8429666489919493,0.75,0.1137014886502996,,,,,,1.0,0.0,0.2061996920312498,0.6333333333333333,13,0.6410679221153259,0.5838991194963455,1024,1536,2332.8149268150883,plots\k2_batch\epics\EPIC_211833851\events.csv,,Tier_A,4,11,0.7992319016769379,0.1851851851851851,22.82286307550474,promote: 4 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=23; spike_fraction_2cadence=0.185,True,27,27,validated,0.1699478377463434,4,4,1.0,0.5,0.25,0.5,1,0,0,3,period_support_count=9; depth_consistency=0.843; duration_consistency=0.750; validated cache-light-curve support,,,,,0.6152592168860042,0.4708994708994711,0.7725970226994008,0.2274029773005992,noise_or_artifact,not_science_like,stage_f_hold,5.285843825441969,0.0,,0.6724053024964101,0.4123993840624996,0.6666666666666666,0.5841881453810841,1.0,0.0,0.2061996920312498,0.6333333333333333,True,False,True,False,0.545853270464436,0.3435666345946443,0.20228663586979165,False
24,22,EPIC_211563576,0.4575839058527943,False,,0.645002007484436,True,0.6722653965897453,0.5966964800146306,True,0.5693817727856817,1.0,pass_deeper_eval,stage_f_hold,17.142289455598302,15,9,0.6906327801428302,1.0,0.3693215454985175,5.176813417034204,0.0,0.5843822332973503,0.9375752531742412,0.4,1.0,0.0,0.4687876265871206,0.1,13,0.6439140637715658,0.5966962814331055,3072,3584,2374.7207417951468,plots\k2_batch\epics\EPIC_211563576\events.csv,k2_stage_f_next10_validation.csv,Tier_A,9,15,0.9141253582306036,0.303030303030303,39.20541977550187,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.303,True,33,33,validated,0.7464770646325907,4,4,1.0,0.75,0.25,0.75,1,0,0,3,period_support_count=15; depth_consistency=0.691; duration_consistency=1.000; validated cache-light-curve support,0.5966964800146306,1.0,0.0,0.5966964800146306,0.7764211618311663,0.1341991341991343,0.261356909002965,0.738643090997035,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.5429911717706466,0.3411124091119345,0.20187876265871207,False
25,38,EPIC_211538087,0.3855338985131712,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.5293968319892883,True,0.6053360630624074,0.25,False,0.0905933896578765,0.0,pass_deeper_eval,,10.787977590043964,11,4,0.6478238587826236,0.6176470588235294,0.2058940674042648,,,,,,0.0,0.0,0.0,0.0,13,0.5075488487879435,0.4446322351694107,2560,3072,2364.2587320400853,plots\k2_batch\epics\EPIC_211538087\events.csv,,Tier_A,10,14,0.8317946248071857,0.2058823529411764,42.462798742015,promote: 10 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.206,True,34,34,validated,0.182855289507131,7,7,1.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,1,0,0,3,period_support_count=11; depth_consistency=0.648; duration_consistency=0.618; validated cache-light-curve support,,,,,0.6284611849582479,0.4117647058823531,0.5882118651914704,0.4117881348085296,,unresolved,,,,,,,,,,,,,False,True,False,False,0.39912290696185276,0.33735468674057334,0.06176822022127944,False
26,36,EPIC_211818652,0.394526944524975,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.5625735521316528,True,0.6102874730828849,0.25,False,0.1163044466121647,0.0,pass_deeper_eval,,11.42133326516705,10,4,0.8148346664871553,0.7272727272727273,0.2643282877549199,,,,,,0.0,0.0,0.0,0.0,13,0.5263829429944357,0.4101979583501816,2560,3072,2364.258783293997,plots\k2_batch\epics\EPIC_211818652\events.csv,,Tier_A,9,19,0.8555259411426679,0.1481481481481481,6.5483166766906535,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=23; spike_fraction_2cadence=0.148,True,27,27,validated,0.1128727527269709,7,7,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,0,0,3,period_support_count=10; depth_consistency=0.815; duration_consistency=0.727; validated cache-light-curve support,,,,,0.629221710943913,0.5767195767195767,0.4713434244901602,0.5286565755098398,,unresolved,,,,,,,,,,,,,False,True,False,False,0.4119726115167997,0.33267412519032374,0.07929848632647597,False
27,26,EPIC_211972767,0.4389997282457554,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6733503341674805,True,0.6953084451485491,0.6218610543509117,False,0.22,0.0,hold_deeper_eval,,17.10134562114399,23,8,0.8607203736069955,0.7209302325581395,0.8984440684348493,,,,,,1.0,0.0112319740763012,0.8342118083497416,0.08260869565217399,13,0.6440232992172241,0.5533951133489609,256,768,2317.122406702096,plots\k2_batch\epics\EPIC_211972767\events.csv,,Tier_A,8,23,0.8169500641238717,0.0909090909090909,7.738778295429903,promote: 8 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.091,True,33,33,validated,0.1217090886646168,4,4,1.0,1.0,1.0,1.0,1,0,0,3,"finite period with support=23, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.9130305713721616,0.7402597402597403,0.0,1.0,variable_or_artifact,not_science_like,stage_f_hold,15.573432110389442,0.0056159870381506,,0.8692575449721439,1.6684236166994832,0.391304347826087,0.6218610543509117,1.0,0.0112319740763012,0.8342118083497416,0.08260869565217399,True,False,True,False,0.5649649918334834,0.3262901788082704,0.23867481302521296,False
28,31,EPIC_211555255,0.4103492829534389,False,,0.4000849425792694,False,0.7270512902601984,0.6889836684977515,True,0.5579279109252858,1.0,pass_deeper_eval,stage_f_hold,9.929781530910986,20,7,0.8711994527517155,0.5555555555555556,0.1677492974100996,28.196406173295912,0.1574174509834585,0.1702049170180183,1.8896751893774928,0.3,0.3404098340360366,0.314834901966917,0.9448375946887464,0.0,13,0.3878671030203501,0.3481041669845581,256,768,2317.1236584120925,plots\k2_batch\epics\EPIC_211555255\events.csv,k2_stage_f_followup_validation.csv,Tier_A,4,23,0.833757393976066,0.0789473684210526,19.87980101116924,promote: 4 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.079,True,38,38,validated,0.3492335989806429,8,8,1.0,0.625,0.25,0.625,1,0,0,3,period_support_count=20; depth_consistency=0.871; duration_consistency=0.556; validated cache-light-curve support,0.7114836684977516,2.0,0.8707688006046018,0.6889836684977515,0.7287157508216044,0.774436090225564,0.6645014051798008,0.3354985948201992,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.4940384695922318,0.31700974482126,0.17702872477097184,False
29,18,EPIC_211926132,0.4781722209781026,False,,0.6761777400970459,True,0.7819009475612353,0.4929248145010254,True,0.5146428571428572,0.45,pass_deeper_eval,stage_f_reject,16.723298121680273,14,6,0.9048062860875516,0.7692307692307692,0.0713308544229569,4.457866928243464,0.0,2.570075124588972,2.281403955099687,0.3571428571428571,1.0,0.0,1.0,0.0142857142857142,13,0.6510870655377706,0.5633841931819916,1280,1792,2338.0451065291927,plots\k2_batch\epics\EPIC_211926132\events.csv,k2_stage_f_next10_batch2_validation.csv,Tier_A,8,16,0.8209315443933785,0.0416666666666666,25.75734719789685,promote: 8 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.042,True,24,24,validated,0.1493376868624689,5,5,1.0,0.8,0.4,0.8,1,0,0,3,period_support_count=14; depth_consistency=0.905; duration_consistency=0.769; validated cache-light-curve support,0.4929248145010254,1.0,,0.4929248145010254,0.7627497403312845,0.8809523809523812,0.8573382911540862,0.1426617088459138,uncertain_hold,not_science_like,,,,,,,,,,,,,True,False,False,False,0.5553686495495311,0.3046543638352454,0.2507142857142857,False
30,30,EPIC_211908778,0.4138011370789394,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6561423540115356,True,0.6186052526996079,0.25,False,0.22,0.0,hold_deeper_eval,,14.945896123012062,22,7,0.6776773904009382,0.5789473684210527,1.0625933563426753,,,,,,0.0,0.0,0.0,0.0,13,0.6007428765296936,0.5184656500816345,768,1280,2327.5845975856973,plots\k2_batch\epics\EPIC_211908778\events.csv,,Tier_A,12,25,0.7854580036870729,0.09375,15.44506749474443,promote: 12 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.094,True,32,32,validated,0.1167924478056432,5,5,1.0,1.0,0.2,1.0,1,0,0,3,"finite period with support=22, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.8203809701911595,0.7321428571428572,0.0,1.0,candidate_like,science_like,,,,,,,,,,,,,True,False,True,True,0.4468011370789394,0.2968011370789394,0.15,False
31,32,EPIC_211552564,0.406905131747309,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6611554622650146,True,0.5840028798182156,0.25,False,0.22,0.0,pass_deeper_eval,,18.53167560711927,12,4,0.6805579546258204,0.793103448275862,0.640682887058847,,,,,,0.0,0.0,0.0,0.0,13,0.6123601992925009,0.5135226875543595,512,1024,2322.3534946055406,plots\k2_batch\epics\EPIC_211552564\events.csv,,Tier_A,5,14,0.8044802540322845,0.2592592592592592,25.17457858889244,promote: 5 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.259,True,27,27,validated,0.9387715253220872,4,4,1.0,0.75,0.5,0.75,1,0,0,3,period_support_count=12; depth_consistency=0.681; duration_consistency=0.793; validated cache-light-curve support,,,,,0.6837433493718077,0.2592592592592594,0.0,1.0,,unresolved,,,,,,,,,,,,,False,True,False,False,0.43990513174730905,0.28990513174730903,0.15,False
32,25,EPIC_211813858,0.4427567415330658,False,,0.5686697959899902,True,0.71088861020503,0.5576843546093941,True,0.4894728551135784,0.45,pass_deeper_eval,stage_f_reject,14.53720362356762,13,7,0.8271792056313673,0.8571428571428571,0.4522626293972148,4.508235815995411,0.0,0.3617146841910373,1.6057306635251722,0.4615384615384615,0.7234293683820746,0.0,0.8028653317625861,0.223076923076923,13,0.4659824073314667,0.3646062970161438,256,768,2317.122608021673,plots\k2_batch\epics\EPIC_211813858\events.csv,k2_stage_f_next10_batch2_validation.csv,Tier_A,11,22,0.8361442733286226,0.1388888888888889,12.78462599703723,promote: 11 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=23; spike_fraction_2cadence=0.139,True,36,36,validated,0.1390239871446164,5,5,1.0,0.6,0.6,0.6,1,0,0,3,period_support_count=13; depth_consistency=0.827; duration_consistency=0.857; validated cache-light-curve support,0.5576843546093941,1.0,0.0,0.5576843546093941,0.7902563039156274,0.6031746031746031,0.0954747412055704,0.9045252587944296,low_priority_negative,not_science_like,,,,,,,,,,,,,True,False,True,False,0.5161776698001026,0.2890585016508334,0.2271191681492692,False
33,33,EPIC_211936906,0.4002820515823274,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.7025758028030396,True,0.4995220824050547,0.25,False,0.22,0.0,hold_deeper_eval,,15.466843811052968,10,5,0.7295375307167936,0.95,0.9762690823835812,,,,,,0.0,0.0,0.0,0.0,13,0.659423847993215,0.6047794461250305,2304,2816,2358.9671346082105,plots\k2_batch\epics\EPIC_211936906\events.csv,,Tier_A,6,14,0.7820585938344654,0.2,37.58595517742893,promote: 6 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.200,True,25,25,validated,0.0166297572708197,5,5,1.0,0.8,0.4,0.8,1,0,0,3,"finite period with support=10, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.7084764071141781,0.4285714285714285,0.0,1.0,,unresolved,,,,,,,,,,,,,False,True,False,False,0.43328205158232747,0.28328205158232744,0.15,False
34,34,EPIC_211404127,0.4002642440509245,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.626497745513916,True,0.605960132484216,0.25,False,0.22,0.0,hold_deeper_eval,,18.613248512338032,18,5,0.7074872271360473,0.9583333333333334,0.8744076688099227,,,,,,0.0,0.0,0.0,0.0,13,0.615492026011149,0.5856147706508636,768,1280,2327.584354993047,plots\k2_batch\epics\EPIC_211404127\events.csv,,Tier_A,9,15,0.8714097297986186,0.217391304347826,45.83294928205858,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.217,True,23,23,validated,0.2451514933312252,4,4,1.0,1.0,0.75,1.0,1,0,0,3,"finite period with support=18, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.8437326263441811,0.37888198757764,0.0,1.0,candidate_like,science_like,,,,,,,,,,,,,True,False,True,True,0.43326424405092456,0.28326424405092454,0.15,False
35,35,EPIC_211759361,0.3967442901404274,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.7104972004890442,True,0.4742810798770479,0.25,False,0.22,0.0,hold_deeper_eval,,14.608622348492643,9,6,0.6401872019514141,0.5416666666666666,0.9940254899377609,,,,,,0.0,0.0,0.0,0.0,13,0.680075446764628,0.6192325711250305,2816,3328,2369.489274987744,plots\k2_batch\epics\EPIC_211759361\events.csv,,Tier_A,12,14,0.8208052670808792,0.3043478260869565,23.945370503574136,promote: 12 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.304,True,23,23,validated,0.7586970797554423,5,5,1.0,0.8,0.4,0.8,1,0,0,3,"finite period with support=9, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.7104170115149577,0.1304347826086956,0.0,1.0,candidate_like,science_like,,,,,,,,,,,,,True,False,True,True,0.4297442901404274,0.27974429014042745,0.15,False
36,37,EPIC_211598703,0.392816648039786,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.7037513256072998,True,0.4680147363089244,0.25,False,0.22,0.0,hold_deeper_eval,,16.16143666474818,10,5,0.5372787952026615,1.0,1.898690062737305,,,,,,0.0,0.0,0.0,0.0,13,0.661736269791921,0.6045370638370514,2048,2560,2353.736327311628,plots\k2_batch\epics\EPIC_211598703\events.csv,,Tier_A,13,17,0.8241932430833396,0.3,47.90929311449544,promote: 13 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.300,True,30,30,validated,0.2518863511424123,5,5,1.0,0.4,0.6,0.4,1,0,0,3,"finite period with support=10, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.701411699331441,0.1428571428571428,0.0,1.0,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.425816648039786,0.275816648039786,0.15,False
37,24,EPIC_211887206,0.4438524538103628,False,,0.6916623115539551,True,0.6535368834776326,0.4730456955882819,True,0.5325000000000001,0.45,pass_deeper_eval,stage_f_reject,16.447552240118966,12,6,0.7496720298217943,0.5909090909090909,0.6119158456281801,3.952763014459257,0.0,0.6836796591255083,2.4644314325483214,0.4166666666666667,1.0,0.0,1.0,0.1333333333333334,13,0.5632018744945526,0.4724114596843719,0,512,2311.831093650552,plots\k2_batch\epics\EPIC_211887206\events.csv,k2_stage_f_next10_batch2_validation.csv,Tier_A,9,21,0.8247170500711752,0.1212121212121212,25.2909653122875,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.121,True,33,33,validated,0.3465786803647431,4,4,1.0,0.75,0.25,0.75,1,0,0,3,period_support_count=12; depth_consistency=0.750; duration_consistency=0.591; validated cache-light-curve support,0.4730456955882819,1.0,0.0,0.4730456955882819,0.7252508715200778,0.6536796536796536,0.0,1.0,low_priority_negative,not_science_like,,,,,,,,,,,,,True,False,True,False,0.5237274538103629,0.26706078714369624,0.25666666666666665,False
38,39,EPIC_211746706,0.3829068502075109,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6493770480155945,True,0.5044995336082114,0.25,False,0.22,0.0,hold_deeper_eval,,17.959520721076842,14,4,0.7467553915947358,0.9285714285714286,0.8552822328739973,,,,,,0.0,0.0,0.0,0.0,13,0.6341285904248556,0.5604406952857971,768,1280,2327.583533379573,plots\k2_batch\epics\EPIC_211746706\events.csv,,Tier_A,7,15,0.8276325603836964,0.25,20.151037204623343,promote: 7 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.250,True,24,24,validated,0.5362295837312623,5,5,1.0,0.8,0.4,0.8,1,0,0,3,"finite period with support=14, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.7302259120657631,0.2857142857142857,0.0,1.0,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.41590685020751095,0.2659068502075109,0.15,False
39,40,EPIC_211537297,0.3786798477323171,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6927534937858582,True,0.4268644996290671,0.25,False,0.22,0.0,hold_deeper_eval,,18.75653827464748,11,6,0.7403939532843231,0.75,1.2683397202704518,,,,,,0.0,0.0,0.0,0.0,13,0.6339937448501587,0.5883530676364899,0,512,2311.831277880592,plots\k2_batch\epics\EPIC_211537297\events.csv,,Tier_A,7,9,0.7983135201489309,0.2857142857142857,24.50984846073308,promote: 7 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=22; spike_fraction_2cadence=0.286,True,35,35,validated,0.5909553772335348,4,4,1.0,0.5,0.5,0.5,1,0,0,3,"finite period with support=11, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.6467486431514259,0.183673469387755,0.0,1.0,uncertain_hold,unresolved,,,,,,,,,,,,,True,False,False,False,0.4116798477323171,0.2616798477323171,0.15,False
40,41,EPIC_211423229,0.3756967659273577,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6713709831237793,True,0.4448676873361398,0.25,False,0.22,0.0,hold_deeper_eval,,12.54515116427524,7,3,0.7553440299994697,0.75,2.507713239102722,,,,,,0.0,0.0,0.0,0.0,13,0.6568306883176168,0.6136233687400818,1024,1536,2332.814583531916,plots\k2_batch\epics\EPIC_211423229\events.csv,,Tier_A,12,17,0.8104949006208213,0.125,31.83704056415907,promote: 12 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.125,True,24,24,validated,0.2018564030620296,6,6,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,3,"finite period with support=7, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.6183055420475573,0.6428571428571428,0.0,1.0,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.4086967659273577,0.2586967659273577,0.15,False
41,48,EPIC_211791780,0.3541046084993322,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.5116586685180664,True,0.562358093844284,0.25,False,0.1871029929537471,0.0,pass_deeper_eval,,18.00028949379339,10,6,0.6753294941574156,0.6666666666666666,0.4252340748948799,,,,,,0.0,0.0,0.0,0.0,13,0.4996993641058604,0.4266692727804184,256,768,2317.1230111163604,plots\k2_batch\epics\EPIC_211791780\events.csv,,Tier_A,9,13,0.821541034646183,0.1071428571428571,22.428621874213,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=22; spike_fraction_2cadence=0.107,True,28,28,validated,0.4481410461847632,4,4,1.0,0.25,0.25,0.25,1,0,0,3,period_support_count=10; depth_consistency=0.675; duration_consistency=0.667; validated cache-light-curve support,,,,,0.593233228943324,0.6938775510204083,0.1495318502102401,0.8504681497897598,uncertain_hold,unresolved,,,,,,,,,,,,,True,False,False,False,0.38217005744239424,0.25459983497393024,0.12757022246846397,False
42,42,EPIC_211562803,0.36980893718058,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.5512091517448425,True,0.5895429362795407,0.25,False,0.22,0.0,pass_deeper_eval,,12.40209570488514,11,4,0.7462795824393826,0.8,0.6153180351976464,,,,,,0.0,0.0,0.0,0.0,13,0.5318184097607931,0.4882980763912201,2816,3328,2369.4902545458863,plots\k2_batch\epics\EPIC_211562803\events.csv,,Tier_A,8,17,0.9156760507366252,0.1290322580645161,27.09957224962161,promote: 8 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.129,True,31,31,validated,0.6334772918694553,6,6,1.0,0.5,0.1666666666666666,0.5,1,0,0,3,period_support_count=11; depth_consistency=0.746; duration_consistency=0.800; validated cache-light-curve support,,,,,0.649661780221762,0.631336405529954,0.0,1.0,uncertain_hold,unresolved,,,,,,,,,,,,,True,False,False,False,0.4028089371805801,0.25280893718058006,0.15,False
43,43,EPIC_211821200,0.3696784613311064,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.5946117639541626,True,0.528257375788598,0.25,False,0.22,0.0,hold_deeper_eval,,16.794808524282416,11,4,0.5407121081776027,0.5869565217391304,1.9009976808334463,,,,,,0.0,0.0,0.0,0.0,13,0.5861242612202963,0.5268163591623306,768,1280,2327.584138443901,plots\k2_batch\epics\EPIC_211821200\events.csv,,Tier_A,10,18,0.8895670170438023,0.074074074074074,27.4716041911648,promote: 10 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.074,True,27,27,validated,0.0694295984893227,4,4,1.0,0.75,0.5,0.75,1,0,0,3,"finite period with support=11, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.7040304815075817,0.7883597883597886,0.0,1.0,uncertain_hold,unresolved,,,,,,,,,,,,,True,False,False,False,0.4026784613311064,0.2526784613311064,0.15,False
44,44,EPIC_211631955,0.3674381612945168,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6326863169670105,True,0.4659918014242526,0.25,False,0.22,0.0,hold_deeper_eval,,17.15240334661553,15,3,0.6621868776128363,0.8888888888888888,1.4850150403796096,,,,,,0.0,0.0,0.0,0.0,13,0.5984025200208029,0.4593118667602539,3072,3584,2374.719969506612,plots\k2_batch\epics\EPIC_211631955\events.csv,,Tier_A,6,17,0.8495236454995886,0.0689655172413793,18.032928414960608,promote: 6 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=18; spike_fraction_2cadence=0.069,True,29,29,validated,0.2185334539488654,5,5,1.0,0.4,0.2,0.4,1,0,0,3,"finite period with support=15, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.6264948677707756,0.8029556650246306,0.0,1.0,uncertain_hold,unresolved,,,,,,,,,,,,,True,False,False,False,0.4004381612945168,0.2504381612945168,0.15,False
45,45,EPIC_211306307,0.3632536290919753,True,high_flux_or_stage_d_but_missing_stage_f; validate_before_discovery_ranking,0.6227284073829651,True,0.4631947460317505,0.25,False,0.22,0.0,hold_deeper_eval,,14.91521162303252,16,6,0.802554374758094,0.6666666666666666,3.293432511169989,,,,,,0.0,0.0,0.0,0.0,13,0.6047624349594116,0.5413469970226288,3072,3584,2374.720125816126,plots\k2_batch\epics\EPIC_211306307\events.csv,,Tier_A,7,13,0.8840099233311842,0.2666666666666666,64.91501476538352,promote: 7 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=23; spike_fraction_2cadence=0.267,True,30,30,validated,0.6557469073471405,5,5,1.0,0.6,0.2,0.6,1,0,0,3,"finite period with support=16, but deeper-eval guardrails are incomplete or marginal; reason=validated",,,,,0.6850807007355842,0.2380952380952382,0.0,1.0,noise_or_artifact,not_science_like,,,,,,,,,,,,,True,False,True,False,0.39625362909197537,0.24625362909197537,0.15,False
