pl_name,k2_name,epic_hostname,default_flag,disposition,disp_refname,k2_campaigns,pl_orbper,rowupdate,releasedate
"HD 106315 c","K2-109 c","EPIC 201437844",0,"CONFIRMED","Crossfield et al. 2017","10",21.05760000000,"2019-07-19","2017-09-15"
"HD 106315 c","K2-109 c","EPIC 201437844",0,"CONFIRMED","Crossfield et al. 2017","10",21.05652000000,"2024-12-10","2024-12-10"
"HD 106315 c","K2-109 c","EPIC 201437844",0,"CONFIRMED","Crossfield et al. 2017","10",21.05652000000,"2025-09-17","2025-09-17"
"EPIC 201441872.01",,"EPIC 201441872",1,"CANDIDATE","Kruse et al. 2019","1",4.44044000000,"2019-09-05","2019-09-05"
"EPIC 201441872.01",,"EPIC 201441872",0,"CANDIDATE","Kruse et al. 2019","1",4.44164210000,"2015-12-05","2015-12-05"
"EPIC 201441872.01",,"EPIC 201441872",0,"CANDIDATE","Kruse et al. 2019","1",4.44125800000,"2018-02-15","2018-02-15"
"K2-8 b","K2-8 b","EPIC 201445392",1,"CONFIRMED","Montet et al. 2015","1",10.35239000000,"2016-07-06","2016-07-07"
"K2-8 b","K2-8 b","EPIC 201445392",0,"CONFIRMED","Montet et al. 2015","1",10.35326300000,"2015-12-05","2015-12-05"
"K2-8 b","K2-8 b","EPIC 201445392",0,"CONFIRMED","Montet et al. 2015","1",10.35350000000,"2016-07-14","2016-07-18"
"K2-8 b","K2-8 b","EPIC 201445392",0,"CONFIRMED","Montet et al. 2015","1",10.35848367000,"2016-12-21","2016-12-21"
"K2-8 b","K2-8 b","EPIC 201445392",0,"CONFIRMED","Montet et al. 2015","1",10.35176000000,"2016-07-06","2015-07-16"
"K2-8 b","K2-8 b","EPIC 201445392",0,"CONFIRMED","Montet et al. 2015","1",10.35160000000,"2019-09-05","2019-09-05"
"K2-8 c","K2-8 c","EPIC 201445392",1,"CONFIRMED","Sinukoff et al. 2016","1",5.06416000000,"2016-07-06","2016-07-07"
"K2-8 c","K2-8 c","EPIC 201445392",0,"CONFIRMED","Sinukoff et al. 2016","1",5.06390640000,"2015-12-05","2015-12-05"
"K2-8 c","K2-8 c","EPIC 201445392",0,"CONFIRMED","Sinukoff et al. 2016","1",5.06468000000,"2015-12-05","2015-12-05"
"K2-8 c","K2-8 c","EPIC 201445392",0,"CONFIRMED","Sinukoff et al. 2016","1",5.06408000000,"2016-07-14","2016-07-18"
"K2-8 c","K2-8 c","EPIC 201445392",0,"CONFIRMED","Sinukoff et al. 2016","1",5.06347000000,"2019-09-05","2019-09-05"
"EPIC 201445732.01",,"EPIC 201445732",1,"CANDIDATE","Kruse et al. 2019","1",11.20381000000,"2019-09-05","2019-09-05"
"EPIC 201456770.01",,"EPIC 201456770",1,"CANDIDATE","Zink et al. 2021","10",8.00687500000,"2021-11-19","2021-11-19"
"K2-164 b","K2-164 b","EPIC 201460826",1,"CONFIRMED","Mayo et al. 2018","1",17.35506600000,"2018-02-14","2018-02-15"
"K2-164 b","K2-164 b","EPIC 201460826",0,"CONFIRMED","Mayo et al. 2018","1",17.35568100000,"2015-12-05","2015-12-05"
"K2-164 b","K2-164 b","EPIC 201460826",0,"CONFIRMED","Mayo et al. 2018","1",17.36780000000,"2019-09-05","2019-09-05"
"K2-9 b","K2-9 b","EPIC 201465501",1,"CONFIRMED","Montet et al. 2015","1",18.44980000000,"2016-01-20","2016-01-21"
"K2-9 b","K2-9 b","EPIC 201465501",0,"CONFIRMED","Montet et al. 2015","1",18.44883000000,"2016-01-20","2015-07-16"
"K2-9 b","K2-9 b","EPIC 201465501",0,"CONFIRMED","Montet et al. 2015","1",18.44951000000,"2019-09-05","2019-09-05"
"K2-9 b","K2-9 b","EPIC 201465501",0,"CONFIRMED","Montet et al. 2015","1",18.44865300000,"2015-12-05","2015-12-05"
"K2-9 b","K2-9 b","EPIC 201465501",0,"CONFIRMED","Montet et al. 2015","1",18.44740000000,"2016-07-14","2016-07-18"
"EPIC 201488365.01",,"EPIC 201488365",1,"CANDIDATE","Vanderburg et al. 2016","1",3.36431150000,"2015-12-05","2015-12-05"
"EPIC 201497682 b","K2-297 b","EPIC 201497682",1,"CONFIRMED","Heller et al. 2019","1",2.13174000000,"2019-06-03","2019-06-13"
"EPIC 201497682.01",,"EPIC 201497682",1,"CANDIDATE","Kruse et al. 2019","1",13.83940000000,"2019-09-05","2019-09-05"
"EPIC 201497682.01",,"EPIC 201497682",0,"CANDIDATE","Kruse et al. 2019","1",13.83781400000,"2015-12-05","2015-12-05"
"EPIC 201497682.02",,"EPIC 201497682",1,"CANDIDATE","Kruse et al. 2019","1",7.79983000000,"2019-09-05","2019-09-05"
"EPIC 201497682.02",,"EPIC 201497682",0,"CANDIDATE","Kruse et al. 2019","1",7.79915860000,"2015-12-05","2015-12-05"
"EPIC 201497682.04",,"EPIC 201497682",1,"CANDIDATE","Kruse et al. 2019","1",3.88300000000,"2022-04-12","2022-04-12"
"K2-261 b","K2-261 b","EPIC 201498078",1,"CONFIRMED","Johnson et al. 2018","14",11.63346810000,"2024-11-20","2024-11-20"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63347800000,"2022-02-15","2022-02-15"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63395000000,"2025-09-17","2025-09-17"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63345000000,"2022-05-03","2022-05-03"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63344000000,"2024-11-20","2024-11-20"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63348200000,"2022-10-18","2022-10-18"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63347800000,"2022-02-15","2022-02-15"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63321270000,"2024-02-05","2024-02-05"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63344000000,"2018-08-14","2018-08-16"
"K2-261 b","K2-261 b","EPIC 201498078",0,"CONFIRMED","Johnson et al. 2018","14",11.63347580000,"2024-03-04","2024-03-04"
"K2-19 b","K2-19 b","EPIC 201505350",1,"CONFIRMED","Dai et al. 2016","1",7.91930000000,"2026-04-30","2026-04-30"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92099400000,"2016-07-06","2015-11-19"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91940000000,"2016-07-06","2016-07-07"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92280600000,"2026-03-26","2026-03-26"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91952000000,"2016-07-14","2016-07-18"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91945400000,"2016-07-06","2015-10-15"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91951000000,"2021-07-12","2021-07-12"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91949790000,"2015-12-05","2015-12-05"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91952314000,"2016-12-21","2016-12-21"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92220000000,"2025-09-17","2025-09-17"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91943000000,"2016-07-06","2015-07-16"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91940000000,"2016-07-06","2016-05-05"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92110100000,"2016-07-06","2015-11-19"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92097800000,"2024-03-04","2024-03-04"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91778552860,"2024-02-05","2024-02-05"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.92220000000,"2022-01-31","2022-01-31"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91949300000,"2018-02-14","2018-02-15"
"K2-19 b","K2-19 b","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",7.91945400000,"2019-09-05","2019-09-05"
"K2-19 c","K2-19 c","EPIC 201505350",1,"CONFIRMED","Dai et al. 2016","1",11.90600000000,"2026-04-30","2026-04-30"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90767000000,"2015-12-05","2015-12-05"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90660000000,"2021-07-12","2021-07-12"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.89770000000,"2026-03-26","2026-03-26"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90691000000,"2016-07-06","2015-07-16"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90715000000,"2016-07-06","2016-07-07"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",23.81486000000,"2019-09-05","2019-09-05"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90715000000,"2016-07-06","2016-05-05"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.89930000000,"2025-09-17","2025-09-17"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90762500000,"2018-02-14","2018-02-15"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.89930000000,"2022-01-31","2022-01-31"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90724000000,"2016-07-14","2016-07-18"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90727000000,"2016-07-06","2015-11-19"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",11.90701000000,"2016-07-06","2015-10-15"
"K2-19 c","K2-19 c","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",12.00280000000,"2016-07-06","2015-11-19"
"K2-19 d","K2-19 d","EPIC 201505350",1,"CONFIRMED","Dai et al. 2016","1",2.50827000000,"2026-03-26","2026-03-26"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50856000000,"2016-07-06","2016-05-05"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50810000000,"2022-01-31","2022-01-31"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50848940000,"2015-12-05","2015-12-05"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50856000000,"2016-07-06","2016-07-07"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50810000000,"2025-09-17","2025-09-17"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50828300000,"2018-02-14","2018-02-15"
"K2-19 d","K2-19 d","EPIC 201505350",0,"CONFIRMED","Dai et al. 2016","1",2.50858000000,"2016-07-14","2016-07-18"
"EPIC 201512465.01",,"EPIC 201512465",1,"CANDIDATE","Kruse et al. 2019","1",2.33312300000,"2019-09-05","2019-09-05"
"EPIC 201512465.01",,"EPIC 201512465",0,"CANDIDATE","Kruse et al. 2019","1",2.33309820000,"2015-12-05","2015-12-05"
"EPIC 201512465.01",,"EPIC 201512465",0,"CANDIDATE","Kruse et al. 2019","1",2.33293000000,"2016-07-18","2016-07-18"
"EPIC 201515470.01",,"EPIC 201515470",1,"CANDIDATE","Kruse et al. 2019","1",20.20730000000,"2019-09-05","2019-09-05"
"EPIC 201516974.01",,"EPIC 201516974",1,"CANDIDATE","Schmitt et al. 2016","1",36.70990000000,"2016-06-09","2016-06-09"
"EPIC 201516974.01",,"EPIC 201516974",0,"CANDIDATE","Schmitt et al. 2016","1",36.76233700000,"2015-12-05","2015-12-05"
"EPIC 201521212.01",,"EPIC 201521212",1,"CANDIDATE","Zink et al. 2021","14",19.56579900000,"2021-11-19","2021-11-19"
"EPIC 201528215.01",,"EPIC 201528215",1,"CANDIDATE","Kruse et al. 2019","1",6.39916000000,"2019-09-05","2019-09-05"
"EPIC 201528215.01",,"EPIC 201528215",0,"CANDIDATE","Kruse et al. 2019","1",6.39913980000,"2015-12-05","2015-12-05"
"K2-165 b","K2-165 b","EPIC 201528828",1,"CONFIRMED","Mayo et al. 2018","10",2.35499200000,"2018-02-14","2018-02-15"
"K2-165 c","K2-165 c","EPIC 201528828",1,"CONFIRMED","Mayo et al. 2018","10",4.38274500000,"2018-02-14","2018-02-15"
"K2-165 d","K2-165 d","EPIC 201528828",1,"CONFIRMED","Mayo et al. 2018","10",14.10136100000,"2018-02-14","2018-02-15"
"K2-165 d","K2-165 d","EPIC 201528828",0,"CONFIRMED","Mayo et al. 2018","10",14.06660140645,"2022-08-09","2022-08-09"
"EPIC 201534540.01",,"EPIC 201534540",1,"CANDIDATE","Barros et al. 2016","1",2.72273204000,"2016-12-21","2016-12-21"
"EPIC 201541160.01",,"EPIC 201541160",1,"CANDIDATE","Zink et al. 2021","14",15.69514200000,"2021-11-19","2021-11-19"
"EPIC 201543531.01",,"EPIC 201543531",1,"CANDIDATE","Kruse et al. 2019","1",2.48038000000,"2019-09-05","2019-09-05"
"EPIC 201546136.01",,"EPIC 201546136",1,"CANDIDATE","Kruse et al. 2019","1",1.96712000000,"2019-09-05","2019-09-05"
"EPIC 201546136.01",,"EPIC 201546136",0,"CANDIDATE","Kruse et al. 2019","1",1.96685790000,"2015-12-05","2015-12-05"
"K2-27 b","K2-27 b","EPIC 201546283",1,"CONFIRMED","Van Eylen et al. 2016","1",6.77134700000,"2025-09-17","2025-09-17"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77131500000,"2017-02-08","2017-02-09"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77131000000,"2015-12-05","2015-12-05"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77131500000,"2017-02-08","2016-07-18"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77145000000,"2017-02-08","2016-02-11"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77140210000,"2015-12-05","2015-12-05"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77137500000,"2019-09-05","2019-09-05"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77138900000,"2018-02-14","2018-02-15"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77093147000,"2016-12-21","2016-12-21"
"K2-27 b","K2-27 b","EPIC 201546283",0,"CONFIRMED","Van Eylen et al. 2016","1",6.77134110000,"2024-12-10","2024-12-10"
"K2-35 b","K2-35 b","EPIC 201549860",1,"CONFIRMED","Sinukoff et al. 2016","1",2.39996400000,"2020-10-15","2020-10-22"
"K2-35 b","K2-35 b","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",2.39901000000,"2019-09-05","2019-09-05"
"K2-35 b","K2-35 b","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",2.39984000000,"2017-12-12","2016-07-07"
"K2-35 b","K2-35 b","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",2.39964630000,"2015-12-05","2015-12-05"
"K2-35 b","K2-35 b","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",2.39991000000,"2017-12-12","2016-07-18"
"K2-35 c","K2-35 c","EPIC 201549860",1,"CONFIRMED","Sinukoff et al. 2016","1",5.60835200000,"2020-10-15","2020-10-22"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60840000000,"2015-12-05","2015-12-05"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60906000000,"2017-12-12","2016-07-18"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60912000000,"2017-12-12","2016-07-07"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60871000000,"2019-09-05","2019-09-05"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60967748000,"2016-12-21","2016-12-21"
"K2-35 c","K2-35 c","EPIC 201549860",0,"CONFIRMED","Sinukoff et al. 2016","1",5.60894650000,"2015-12-05","2015-12-05"
"EPIC 201555883.01",,"EPIC 201555883",1,"FALSE POSITIVE","Montet et al. 2015","1",,"2015-12-05","2015-12-05"
"EPIC 201556134.01",,"EPIC 201556134",1,"CANDIDATE","Vanderburg et al. 2016","1",12.72674300000,"2015-12-05","2015-12-05"
"EPIC 201561956.01",,"EPIC 201561956",1,"CANDIDATE","Kruse et al. 2019","1",13.23590000000,"2019-09-05","2019-09-05"
"EPIC 201563164.01",,"EPIC 201563164",1,"CANDIDATE","Vanderburg et al. 2016","1",0.18746328000,"2015-12-05","2015-12-05"
"EPIC 201565013.01",,"EPIC 201565013",1,"CANDIDATE","Kruse et al. 2019","1",8.63795000000,"2019-09-05","2019-09-05"
"EPIC 201565013.01",,"EPIC 201565013",0,"CANDIDATE","Kruse et al. 2019","1",8.63829000000,"2016-07-18","2016-07-18"
"EPIC 201565013.01",,"EPIC 201565013",0,"CANDIDATE","Kruse et al. 2019","1",8.63810000000,"2015-12-05","2015-12-05"
"EPIC 201565013.01",,"EPIC 201565013",0,"CANDIDATE","Kruse et al. 2019","1",8.63826310000,"2015-12-05","2015-12-05"
"EPIC 201569483.01",,"EPIC 201569483",1,"FALSE POSITIVE","Montet et al. 2015","1",5.79688610000,"2015-12-05","2015-12-05"
"EPIC 201569483.01",,"EPIC 201569483",0,"FALSE POSITIVE","Montet et al. 2015","1",5.79687000000,"2015-12-05","2015-12-05"
"EPIC 201577017.01",,"EPIC 201577017",1,"CANDIDATE","Kruse et al. 2019","1",0.47752520000,"2019-09-05","2019-09-05"
"K2-10 b","K2-10 b","EPIC 201577035",1,"CONFIRMED","Montet et al. 2015","1",19.30553000000,"2025-09-17","2025-09-17"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30481000000,"2019-09-05","2019-09-05"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30710700000,"2015-12-05","2015-12-05"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30691000000,"2016-02-10","2015-07-16"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30370000000,"2016-07-14","2016-07-18"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30704400000,"2018-02-14","2018-02-15"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.29206200000,"2016-12-21","2016-12-21"
"K2-10 b","K2-10 b","EPIC 201577035",0,"CONFIRMED","Montet et al. 2015","1",19.30440000000,"2016-02-10","2016-02-11"
"EPIC 201577112.01",,"EPIC 201577112",1,"CANDIDATE","Kruse et al. 2019","1",44.39400000000,"2019-09-05","2019-09-05"
"EPIC 201577112.01",,"EPIC 201577112",0,"CANDIDATE","Kruse et al. 2019","1",22.19799200000,"2015-12-05","2015-12-05"
"EPIC 201588420.01",,"EPIC 201588420",1,"CANDIDATE","Kruse et al. 2019","1",3.29163000000,"2019-09-05","2019-09-05"
"EPIC 201588420.01",,"EPIC 201588420",0,"CANDIDATE","Kruse et al. 2019","1",3.29089980000,"2015-12-05","2015-12-05"
"EPIC 201595106 b","K2-360 b","EPIC 201595106",1,"CONFIRMED","Adams et al. 2021","10",0.87724000000,"2025-01-29","2025-01-29"
"EPIC 201595106 b","K2-360 b","EPIC 201595106",0,"CONFIRMED","Adams et al. 2021","10",0.87721400000,"2021-10-25","2021-10-25"
"EPIC 201595106 b","K2-360 b","EPIC 201595106",0,"CONFIRMED","Adams et al. 2021","10",0.87718300000,"2018-02-15","2018-02-15"
"EPIC 201595106 b","K2-360 b","EPIC 201595106",0,"CONFIRMED","Adams et al. 2021","10",0.87703000000,"2018-08-02","2018-08-02"
"K2-360 c","K2-360 c","EPIC 201595106",1,"CONFIRMED","Livingston et al. 2024","10",9.79692000000,"2025-01-29","2025-01-29"
"K2-11 b","K2-11 b","EPIC 201596316",1,"CONFIRMED","Montet et al. 2015","1",39.93767000000,"2015-07-13","2015-07-16"
"K2-11 b","K2-11 b","EPIC 201596316",0,"CONFIRMED","Montet et al. 2015","1",39.86420000000,"2019-09-05","2019-09-05"
"K2-11 b","K2-11 b","EPIC 201596316",0,"CONFIRMED","Montet et al. 2015","1",39.84780000000,"2016-07-14","2016-07-18"
"K2-11 b","K2-11 b","EPIC 201596316",0,"CONFIRMED","Montet et al. 2015","1",39.86356600000,"2015-12-05","2015-12-05"
"EPIC 201596733.01",,"EPIC 201596733",1,"CANDIDATE","Kruse et al. 2019","1",2.89652800000,"2019-09-05","2019-09-05"
"EPIC 201596733.01",,"EPIC 201596733",0,"CANDIDATE","Kruse et al. 2019","1",2.89641390000,"2015-12-05","2015-12-05"
"EPIC 201596733.01",,"EPIC 201596733",0,"CANDIDATE","Kruse et al. 2019","1",2.89607106000,"2016-12-21","2016-12-21"
"K2-153 b","K2-153 b","EPIC 201598502",1,"CONFIRMED","Hirano et al. 2018","10",7.51574000000,"2022-03-28","2022-03-28"
"K2-153 b","K2-153 b","EPIC 201598502",0,"CONFIRMED","Hirano et al. 2018","10",7.51554000000,"2018-07-12","2018-02-01"
"EPIC 201606542.01",,"EPIC 201606542",1,"CANDIDATE","Adams et al. 2016","1",0.44437200000,"2016-06-09","2016-06-09"
"EPIC 201606542.01",,"EPIC 201606542",0,"CANDIDATE","Adams et al. 2016","1",0.44433632000,"2015-12-05","2015-12-05"
"K2-12 b","K2-12 b","EPIC 201613023",1,"CONFIRMED","Montet et al. 2015","1",8.28246000000,"2023-04-17","2023-04-17"
"K2-12 b","K2-12 b","EPIC 201613023",0,"CONFIRMED","Montet et al. 2015","1",8.28241610000,"2015-12-05","2015-12-05"
"K2-12 b","K2-12 b","EPIC 201613023",0,"CONFIRMED","Montet et al. 2015","1",8.28212000000,"2015-07-13","2015-07-16"
"K2-12 b","K2-12 b","EPIC 201613023",0,"CONFIRMED","Montet et al. 2015","1",8.28245500000,"2018-02-14","2018-02-15"
"K2-12 b","K2-12 b","EPIC 201613023",0,"CONFIRMED","Montet et al. 2015","1",8.28176000000,"2016-07-14","2016-07-18"
"K2-12 b","K2-12 b","EPIC 201613023",0,"CONFIRMED","Montet et al. 2015","1",8.28192000000,"2019-09-05","2019-09-05"
"EPIC 201615463 c","K2-166 c","EPIC 201615463",1,"CONFIRMED","Heller et al. 2019","10",3.80464000000,"2019-06-03","2019-06-13"
"K2-166 b","K2-166 b","EPIC 201615463",1,"CONFIRMED","Mayo et al. 2018","10",8.52695000000,"2022-03-28","2022-03-28"
"K2-166 b","K2-166 b","EPIC 201615463",0,"CONFIRMED","Mayo et al. 2018","10",8.52721900000,"2018-07-12","2018-02-15"
"EPIC 201617985.01",,"EPIC 201617985",1,"CANDIDATE","Kruse et al. 2019","1",7.28076000000,"2019-09-05","2019-09-05"
"EPIC 201617985.01",,"EPIC 201617985",0,"CANDIDATE","Kruse et al. 2019","1",7.28161000000,"2015-12-05","2015-12-05"
"EPIC 201617985.01",,"EPIC 201617985",0,"CANDIDATE","Kruse et al. 2019","1",7.28116000000,"2017-12-14","2017-12-14"
"EPIC 201617985.01",,"EPIC 201617985",0,"CANDIDATE","Kruse et al. 2019","1",7.28131000000,"2015-12-05","2015-12-05"
"EPIC 201617985.01",,"EPIC 201617985",0,"CANDIDATE","Kruse et al. 2019","1",7.28138000000,"2016-07-18","2016-07-18"
"EPIC 201619647.01",,"EPIC 201619647",1,"CANDIDATE","Kruse et al. 2019","1",4.58328000000,"2019-09-05","2019-09-05"
"EPIC 201619647.02",,"EPIC 201619647",1,"CANDIDATE","Kruse et al. 2019","1",1.65336000000,"2019-09-05","2019-09-05"
"EPIC 201626686.01",,"EPIC 201626686",1,"CANDIDATE","Barros et al. 2016","1",5.28130579000,"2016-12-21","2016-12-21"
"EPIC 201626686.01",,"EPIC 201626686",0,"CANDIDATE","Barros et al. 2016","1",5.28081000000,"2016-07-18","2016-07-18"
"K2-13 b","K2-13 b","EPIC 201629650",1,"CONFIRMED","Montet et al. 2015","1",39.91488000000,"2015-07-13","2015-07-16"
"K2-13 b","K2-13 b","EPIC 201629650",0,"CONFIRMED","Montet et al. 2015","1",40.06030000000,"2016-07-14","2016-07-18"
"K2-13 b","K2-13 b","EPIC 201629650",0,"CONFIRMED","Montet et al. 2015","1",40.06277100000,"2015-12-05","2015-12-05"
