feature,normalized_label,rows,missing_count,missing_fraction
cnn_embedding_060,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_060,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_061,candidate_like,9,0,0.0
cnn_embedding_061,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_061,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_062,candidate_like,9,0,0.0
cnn_embedding_062,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_062,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_063,candidate_like,9,0,0.0
cnn_embedding_063,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_063,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_064,candidate_like,9,0,0.0
cnn_embedding_064,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_064,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_065,candidate_like,9,0,0.0
cnn_embedding_065,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_065,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_066,candidate_like,9,0,0.0
cnn_embedding_066,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_066,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_067,candidate_like,9,0,0.0
cnn_embedding_067,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_067,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_068,candidate_like,9,0,0.0
cnn_embedding_068,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_068,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_069,candidate_like,9,0,0.0
cnn_embedding_069,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_069,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_070,candidate_like,9,0,0.0
cnn_embedding_070,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_070,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_071,candidate_like,9,0,0.0
cnn_embedding_071,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_071,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_072,candidate_like,9,0,0.0
cnn_embedding_072,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_072,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_073,candidate_like,9,0,0.0
cnn_embedding_073,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_073,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_074,candidate_like,9,0,0.0
cnn_embedding_074,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_074,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_075,candidate_like,9,0,0.0
cnn_embedding_075,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_075,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_076,candidate_like,9,0,0.0
cnn_embedding_076,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_076,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_077,candidate_like,9,0,0.0
cnn_embedding_077,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_077,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_078,candidate_like,9,0,0.0
cnn_embedding_078,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_078,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_079,candidate_like,9,0,0.0
cnn_embedding_079,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_079,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_080,candidate_like,9,0,0.0
cnn_embedding_080,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_080,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_081,candidate_like,9,0,0.0
cnn_embedding_081,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_081,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_082,candidate_like,9,0,0.0
cnn_embedding_082,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_082,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_083,candidate_like,9,0,0.0
cnn_embedding_083,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_083,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_084,candidate_like,9,0,0.0
cnn_embedding_084,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_084,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_085,candidate_like,9,0,0.0
cnn_embedding_085,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_085,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_086,candidate_like,9,0,0.0
cnn_embedding_086,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_086,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_087,candidate_like,9,0,0.0
cnn_embedding_087,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_087,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_088,candidate_like,9,0,0.0
cnn_embedding_088,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_088,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_089,candidate_like,9,0,0.0
cnn_embedding_089,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_089,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_090,candidate_like,9,0,0.0
cnn_embedding_090,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_090,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_091,candidate_like,9,0,0.0
cnn_embedding_091,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_091,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_092,candidate_like,9,0,0.0
cnn_embedding_092,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_092,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_093,candidate_like,9,0,0.0
cnn_embedding_093,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_093,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_094,candidate_like,9,0,0.0
cnn_embedding_094,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_094,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_095,candidate_like,9,0,0.0
cnn_embedding_095,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_095,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_096,candidate_like,9,0,0.0
cnn_embedding_096,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_096,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_097,candidate_like,9,0,0.0
cnn_embedding_097,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_097,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_098,candidate_like,9,0,0.0
cnn_embedding_098,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_098,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_099,candidate_like,9,0,0.0
cnn_embedding_099,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_099,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_100,candidate_like,9,0,0.0
cnn_embedding_100,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_100,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_101,candidate_like,9,0,0.0
cnn_embedding_101,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_101,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_102,candidate_like,9,0,0.0
cnn_embedding_102,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_102,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_103,candidate_like,9,0,0.0
cnn_embedding_103,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_103,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_104,candidate_like,9,0,0.0
cnn_embedding_104,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_104,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_105,candidate_like,9,0,0.0
cnn_embedding_105,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_105,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_106,candidate_like,9,0,0.0
cnn_embedding_106,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_106,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_107,candidate_like,9,0,0.0
cnn_embedding_107,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_107,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_108,candidate_like,9,0,0.0
cnn_embedding_108,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_108,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_109,candidate_like,9,0,0.0
cnn_embedding_109,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_109,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_110,candidate_like,9,0,0.0
cnn_embedding_110,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_110,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_111,candidate_like,9,0,0.0
cnn_embedding_111,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_111,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_112,candidate_like,9,0,0.0
cnn_embedding_112,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_112,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_113,candidate_like,9,0,0.0
cnn_embedding_113,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_113,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_114,candidate_like,9,0,0.0
cnn_embedding_114,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_114,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_115,candidate_like,9,0,0.0
cnn_embedding_115,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_115,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_116,candidate_like,9,0,0.0
cnn_embedding_116,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_116,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_117,candidate_like,9,0,0.0
cnn_embedding_117,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_117,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_118,candidate_like,9,0,0.0
cnn_embedding_118,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_118,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_119,candidate_like,9,0,0.0
cnn_embedding_119,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_119,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_120,candidate_like,9,0,0.0
cnn_embedding_120,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_120,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_121,candidate_like,9,0,0.0
cnn_embedding_121,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_121,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_122,candidate_like,9,0,0.0
cnn_embedding_122,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_122,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_123,candidate_like,9,0,0.0
cnn_embedding_123,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_123,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_124,candidate_like,9,0,0.0
cnn_embedding_124,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_124,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_125,candidate_like,9,0,0.0
cnn_embedding_125,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_125,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_126,candidate_like,9,0,0.0
cnn_embedding_126,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_126,reject_as_noise_or_artifact,174,0,0.0
cnn_embedding_127,candidate_like,9,0,0.0
cnn_embedding_127,false_positive_eb_or_variable,85,0,0.0
cnn_embedding_127,reject_as_noise_or_artifact,174,0,0.0
